	Source file	DateTime	Date	Time	Duration(s)	Comments	Total points	Selection type	Components	Fe57_CPS	Fe57_CPS_Int2SE	Fe57_CPS_LOD	IntStdWv	IntStdWv_Int2SE	IntStdWv_LOD	Li_ppm_m7	Li_ppm_m7_Int2SE	Li_ppm_m7_LOD	Al_ppm_m27	Al_ppm_m27_Int2SE	Al_ppm_m27_LOD	Si_ppm_m29	Si_ppm_m29_Int2SE	Si_ppm_m29_LOD	P_ppm_m31	P_ppm_m31_Int2SE	P_ppm_m31_LOD	Ca_ppm_m44	Ca_ppm_m44_Int2SE	Ca_ppm_m44_LOD	Sc_ppm_m45	Sc_ppm_m45_Int2SE	Sc_ppm_m45_LOD	Ti_ppm_m49	Ti_ppm_m49_Int2SE	Ti_ppm_m49_LOD	V_ppm_m51	V_ppm_m51_Int2SE	V_ppm_m51_LOD	Cr_ppm_m52	Cr_ppm_m52_Int2SE	Cr_ppm_m52_LOD	Mn_ppm_m55	Mn_ppm_m55_Int2SE	Mn_ppm_m55_LOD	Co_ppm_m59	Co_ppm_m59_Int2SE	Co_ppm_m59_LOD	Ni_ppm_m60	Ni_ppm_m60_Int2SE	Ni_ppm_m60_LOD	Cu_ppm_m65	Cu_ppm_m65_Int2SE	Cu_ppm_m65_LOD	Zn_ppm_m66	Zn_ppm_m66_Int2SE	Zn_ppm_m66_LOD	Ga_ppm_m69	Ga_ppm_m69_Int2SE	Ga_ppm_m69_LOD	Ga_ppm_m71	Ga_ppm_m71_Int2SE	Ga_ppm_m71_LOD	Ge_ppm_m72	Ge_ppm_m72_Int2SE	Ge_ppm_m72_LOD	As_ppm_m75	As_ppm_m75_Int2SE	As_ppm_m75_LOD	m77__Cl_CPS	m77__Cl_CPS_Int2SE	m77__Cl_CPS_LOD	Se_ppm_m82	Se_ppm_m82_Int2SE	Se_ppm_m82_LOD	Kr83_CPS	Kr83_CPS_Int2SE	Kr83_CPS_LOD	Rb_ppm_m85	Rb_ppm_m85_Int2SE	Rb_ppm_m85_LOD	Sr_ppm_m88	Sr_ppm_m88_Int2SE	Sr_ppm_m88_LOD	Y_ppm_m89	Y_ppm_m89_Int2SE	Y_ppm_m89_LOD	Zr_ppm_m90	Zr_ppm_m90_Int2SE	Zr_ppm_m90_LOD	Nb_ppm_m93	Nb_ppm_m93_Int2SE	Nb_ppm_m93_LOD	Mo_ppm_m97	Mo_ppm_m97_Int2SE	Mo_ppm_m97_LOD	In_ppm_m113	In_ppm_m113_Int2SE	In_ppm_m113_LOD	Sn_ppm_m117	Sn_ppm_m117_Int2SE	Sn_ppm_m117_LOD	Sn_ppm_m119	Sn_ppm_m119_Int2SE	Sn_ppm_m119_LOD	Sb_ppm_m121	Sb_ppm_m121_Int2SE	Sb_ppm_m121_LOD	Cs_ppm_m133	Cs_ppm_m133_Int2SE	Cs_ppm_m133_LOD	Ba_ppm_m138	Ba_ppm_m138_Int2SE	Ba_ppm_m138_LOD	La_ppm_m139	La_ppm_m139_Int2SE	La_ppm_m139_LOD	Ce_ppm_m140	Ce_ppm_m140_Int2SE	Ce_ppm_m140_LOD	Nd_ppm_m146	Nd_ppm_m146_Int2SE	Nd_ppm_m146_LOD	Lu_ppm_m175	Lu_ppm_m175_Int2SE	Lu_ppm_m175_LOD	Hf_ppm_m179	Hf_ppm_m179_Int2SE	Hf_ppm_m179_LOD	Ta_ppm_m181	Ta_ppm_m181_Int2SE	Ta_ppm_m181_LOD	W_ppm_m182	W_ppm_m182_Int2SE	W_ppm_m182_LOD	W_ppm_m183	W_ppm_m183_Int2SE	W_ppm_m183_LOD	Tl_ppm_m205	Tl_ppm_m205_Int2SE	Tl_ppm_m205_LOD	Pb_ppm_m208	Pb_ppm_m208_Int2SE	Pb_ppm_m208_LOD	Bi_ppm_m209	Bi_ppm_m209_Int2SE	Bi_ppm_m209_LOD	Th_ppm_m232	Th_ppm_m232_Int2SE	Th_ppm_m232_LOD	U_ppm_m238	U_ppm_m238_Int2SE	U_ppm_m238_LOD
BT_189	Jason_cass_2	20/02/2018 (3) 17:23:12.16	20/02/2018 (3)	17:23:12.16	29.039	BT_main_189	29	Normal	1	3.37E+04	0.19E+04	NaN	0.2	1.0	NaN	Below LOD	Below LOD	0.18	81.6	3.7	1.6	2.18E+04	0.38E+04	NaN	49	25	NaN	Below LOD	Below LOD	100	6.97	0.59	0.3	2123	78	0.42	0.40	0.10	0.17	3.56	0.89	1.9	14.9	1.8	3.3	1.96	0.21	0.068	12.5	1.2	0.7	Below LOD	Below LOD	0.52	Below LOD	Below LOD	0.42	2.46	0.14	0.16	2.82	0.28	0.067	Below LOD	Below LOD	0.52	Below LOD	Below LOD	0.22	8	11	NaN	Below LOD	Below LOD	2.1	-16	55	NaN	Below LOD	Below LOD	0.12	Below LOD	Below LOD	0.028	0.091	0.023	0.0028	239	11	0.023	1580	200	0.008	Below LOD	Below LOD	0.025	0.78	0.19	0.16	1.127E+05	3.5E+03	1.8	1.015E+05	3.4E+03	3	5.9	2.5	0.08	0.249	0.040	0.065	0.099	0.030	0.025	0.060	0.018	0.0027	0.036	0.012	0.015	Below LOD	Below LOD	0.013	0.081	0.016	0.0017	23.6	1.1	0.013	811	89	0.0068	34.9	1.6	0.021	34.7	2.3	0.029	Below LOD	Below LOD	0.014	Below LOD	Below LOD	0.058	Below LOD	Below LOD	0.024	Below LOD	Below LOD	0.0026	3.35	0.17	0.0023
BT_190	Jason_cass_2	20/02/2018 (3) 17:24:22.29	20/02/2018 (3)	17:24:22.29	29.068	BT_main_190	29	Normal	1	4.37E+04	0.32E+04	NaN	0.2	1.0	NaN	Below LOD	Below LOD	0.17	120.2	5.9	1.6	1.96E+04	0.27E+04	NaN	45	12	NaN	Below LOD	Below LOD	100	6.34	0.46	0.32	1820	100	0.59	0.31	0.14	0.16	3.38	0.93	1.8	15.6	2.2	3.2	2.06	0.17	0.058	11.93	0.74	0.69	Below LOD	Below LOD	0.53	Below LOD	Below LOD	0.4	3.66	0.21	0.16	3.96	0.42	0.014	Below LOD	Below LOD	0.52	Below LOD	Below LOD	0.2	9	13	NaN	Below LOD	Below LOD	2	31	52	NaN	Below LOD	Below LOD	0.12	Below LOD	Below LOD	0.029	0.086	0.020	0.0027	224.6	9.2	0.024	1610	130	0.013	Below LOD	Below LOD	0.068	1.38	0.26	0.15	1.119E+05	3.7E+03	2	9.958E+04	3.4E+03	2.2	7.3	2.9	0.065	0.229	0.046	0.063	0.061	0.023	0.018	0.050	0.015	0.0026	0.024	0.014	0.013	Below LOD	Below LOD	0.012	0.084	0.017	0.0016	19.02	0.82	0.034	757	71	0.0096	48.9	2.2	0.021	50.3	1.8	0.027	Below LOD	Below LOD	0.009	Below LOD	Below LOD	0.044	Below LOD	Below LOD	0.023	Below LOD	Below LOD	0.0025	4.99	0.26	0.0022
BT_191	Jason_cass_2	20/02/2018 (3) 17:27:52.87	20/02/2018 (3)	17:27:52.87	29.058	BT_main_191	29	Normal	1	4.03E+04	0.59E+04	NaN	0.3	1.0	NaN	Below LOD	Below LOD	0.19	130.7	5.0	1.8	1.81E+04	0.37E+04	NaN	57	27	NaN	Below LOD	Below LOD	120	10.2	1.1	0.35	2880	210	0.89	1.02	0.20	0.19	2.1	1.5	2	15.0	1.9	3.7	2.49	0.34	0.073	14.4	1.8	0.74	Below LOD	Below LOD	0.56	Below LOD	Below LOD	0.46	3.95	0.28	0.18	4.46	0.41	0.017	0.75	0.32	0.57	Below LOD	Below LOD	0.23	9	13	NaN	Below LOD	Below LOD	2.6	19	69	NaN	Below LOD	Below LOD	0.13	Below LOD	Below LOD	0.035	0.116	0.029	0.0086	289	16	0.028	970	220	0.0088	5.0	5.0	0.078	1.30	0.27	0.25	1.39E+05	0.13E+05	2.2	1.25E+05	0.11E+05	2.4	11.7	4.3	0.091	0.254	0.079	0.068	0.079	0.026	0.033	0.063	0.019	0.0084	0.039	0.020	0.013	Below LOD	Below LOD	0.014	0.102	0.018	0.0019	21.7	1.1	0.014	440	120	0.0019	46.8	4.7	0.024	52.9	2.6	0.032	Below LOD	Below LOD	0.02	Below LOD	Below LOD	0.067	Below LOD	Below LOD	0.029	Below LOD	Below LOD	0.003	5.91	0.21	0.0072
BT_192	Jason_cass_2	20/02/2018 (3) 17:29:03.01	20/02/2018 (3)	17:29:03.01	29.037	BT_main_192	30	Normal	1	2.43E+04	0.21E+04	NaN	0.2	1.0	NaN	Below LOD	Below LOD	0.2	75.7	6.9	2	2.77E+04	0.43E+04	NaN	29	31	NaN	Below LOD	Below LOD	130	8.9	1.1	0.4	3030	160	0.97	1.14	0.20	0.22	Below LOD	Below LOD	2.3	13.8	3.9	4.1	2.40	0.25	0.08	15.1	1.2	0.86	Below LOD	Below LOD	0.69	Below LOD	Below LOD	0.49	2.40	0.19	0.2	2.76	0.33	0.049	0.68	0.45	0.65	Below LOD	Below LOD	0.24	9	12	NaN	Below LOD	Below LOD	2.6	10	48	NaN	Below LOD	Below LOD	0.15	Below LOD	Below LOD	0.036	0.089	0.031	0.0094	263	12	0.027	1150	230	0.012	Below LOD	Below LOD	0.085	1.14	0.30	0.25	1.376E+05	7.9E+03	2.6	1.244E+05	7.0E+03	3.7	12.2	4.5	0.094	0.272	0.048	0.088	0.119	0.048	0.04	0.081	0.023	0.0032	0.047	0.018	0.017	Below LOD	Below LOD	0.015	0.079	0.023	0.002	21.6	1.7	0.015	670	170	0.01	26.9	1.2	0.026	28.4	1.3	0.034	Below LOD	Below LOD	0.011	0.084	0.089	0.065	Below LOD	Below LOD	0.028	Below LOD	Below LOD	0.0031	3.59	0.13	0.0078
BT_193	Jason_cass_2	20/02/2018 (3) 17:30:13.13	20/02/2018 (3)	17:30:13.13	29.068	BT_main_193	29	Normal	1	1.86E+04	0.38E+04	NaN	0.2	1.0	NaN	Below LOD	Below LOD	0.32	93.8	6.4	2.9	4.95E+04	0.80E+04	NaN	161	54	NaN	Below LOD	Below LOD	190	13.3	1.0	0.6	3860	180	0.76	1.20	0.27	0.27	4.7	1.6	3.4	16.3	3.9	6	3.94	0.58	0.1	24.8	3.0	1.3	Below LOD	Below LOD	1	Below LOD	Below LOD	0.79	2.89	0.37	0.29	3.33	0.56	0.094	Below LOD	Below LOD	0.94	Below LOD	Below LOD	0.39	14	16	NaN	Below LOD	Below LOD	4	34	47	NaN	Below LOD	Below LOD	0.21	Below LOD	Below LOD	0.047	0.063	0.025	0.0051	350	21	0.035	880	210	0.0052	Below LOD	Below LOD	0.13	1.44	0.47	0.32	2.50E+05	0.27E+05	4.1	2.22E+05	0.25E+05	4.6	12.4	5.7	0.14	0.58	0.11	0.12	0.121	0.060	0.055	0.129	0.043	0.014	0.060	0.030	0.022	Below LOD	Below LOD	0.023	0.075	0.020	0.0031	29.7	1.9	0.023	300	120	0.014	24.8	2.4	0.039	23.5	2.5	0.052	Below LOD	Below LOD	0.022	Below LOD	Below LOD	0.099	Below LOD	Below LOD	0.045	Below LOD	Below LOD	0.0048	3.31	0.32	0.0042
BT_194	Jason_cass_2	20/02/2018 (3) 17:31:23.35	20/02/2018 (3)	17:31:23.35	29.073	BT_main_194	29	Normal	1	1.14E+04	0.23E+04	NaN	0.1	1.0	NaN	Below LOD	Below LOD	0.31	58.2	4.5	3	4.88E+04	0.90E+04	NaN	162	59	NaN	Below LOD	Below LOD	190	12.8	1.1	0.56	3540	200	1.1	1.75	0.38	0.31	Below LOD	Below LOD	3.4	6.9	2.6	6.1	4.35	0.69	0.13	27.4	3.8	1.3	Below LOD	Below LOD	1	Below LOD	Below LOD	0.76	2.25	0.39	0.3	2.58	0.55	0.027	Below LOD	Below LOD	1	Below LOD	Below LOD	0.41	10	12	NaN	Below LOD	Below LOD	3.9	-16	43	NaN	Below LOD	Below LOD	0.21	Below LOD	Below LOD	0.044	0.016	0.013	0.0051	345	31	0.01	555	59	0.0052	Below LOD	Below LOD	0.19	0.89	0.35	0.33	2.59E+05	0.34E+05	3.7	2.32E+05	0.31E+05	4.6	20	11	0.14	0.60	0.14	0.12	0.193	0.055	0.058	0.108	0.040	0.017	0.052	0.033	0.032	Below LOD	Below LOD	0.023	0.032	0.013	0.0031	38.7	4.9	0.064	102.5	6.8	0.003	12.2	1.2	0.039	13.3	1.6	0.052	Below LOD	Below LOD	0.022	Below LOD	Below LOD	0.12	Below LOD	Below LOD	0.03	Below LOD	Below LOD	0.0048	2.15	0.17	0.0043
BT_195	Jason_cass_2	20/02/2018 (3) 17:32:33.54	20/02/2018 (3)	17:32:33.54	29.042	BT_main_195	30	Normal	1	7770	510	NaN	0.0	1.0	NaN	Below LOD	Below LOD	0.16	24.2	1.9	1.5	2.34E+04	0.27E+04	NaN	46	27	NaN	Below LOD	Below LOD	98	5.96	0.49	0.31	1115	51	0.5	0.66	0.13	0.16	2.7	1.0	1.7	3.9	1.2	3.1	1.89	0.17	0.072	11.5	1.1	0.68	Below LOD	Below LOD	0.98	Below LOD	Below LOD	0.4	0.77	0.13	0.15	0.96	0.15	0.014	Below LOD	Below LOD	0.52	Below LOD	Below LOD	0.2	17	12	NaN	Below LOD	Below LOD	2	-22	57	NaN	Below LOD	Below LOD	0.11	Below LOD	Below LOD	0.03	Below LOD	Below LOD	0.0026	122.6	7.5	0.024	109.3	5.5	0.013	Below LOD	Below LOD	0.098	0.40	0.13	0.15	1.105E+05	4.7E+03	1.8	9.77E+04	0.44E+04	2.2	8.7	3.3	0.082	0.295	0.047	0.062	0.074	0.022	0.032	0.053	0.016	0.0089	0.025	0.015	0.016	Below LOD	Below LOD	0.012	0.0117	0.0046	0.0016	13.41	0.86	0.033	19.7	1.6	0.0015	3.56	0.28	0.007	3.06	0.39	0.026	Below LOD	Below LOD	0.0087	Below LOD	Below LOD	0.051	Below LOD	Below LOD	0.016	Below LOD	Below LOD	0.0024	0.557	0.048	0.0022
BT_196	Jason_cass_2	20/02/2018 (3) 17:33:43.72	20/02/2018 (3)	17:33:43.72	29.039	BT_main_196	29	Normal	1	13670	610	NaN	0.1	1.0	NaN	Below LOD	Below LOD	0.12	31.7	1.5	1.1	1.12E+04	0.25E+04	NaN	36	21	NaN	Below LOD	Below LOD	72	5.26	0.53	0.22	1161	68	0.43	0.590	0.092	0.11	Below LOD	Below LOD	1.3	2.36	0.82	2.3	1.46	0.17	0.046	8.12	0.83	0.49	Below LOD	Below LOD	0.41	Below LOD	Below LOD	0.28	0.99	0.10	0.11	1.09	0.19	0.01	0.36	0.21	0.35	Below LOD	Below LOD	0.13	11	12	NaN	Below LOD	Below LOD	1.5	37	67	NaN	Below LOD	Below LOD	0.084	Below LOD	Below LOD	0.022	0.0104	0.0043	0.002	90.9	6.9	0.016	80.0	8.8	0.0055	Below LOD	Below LOD	0.049	0.289	0.099	0.088	7.94E+04	0.51E+04	1.3	6.99E+04	0.47E+04	1.4	6.5	2.4	0.054	0.173	0.029	0.048	0.047	0.018	0.024	0.037	0.012	0.0019	0.0208	0.0086	0.012	Below LOD	Below LOD	0.0088	0.0078	0.0039	0.0012	7.28	0.81	0.024	8.52	0.77	0.0047	6.67	0.39	0.0054	6.52	0.54	0.02	Below LOD	Below LOD	0.0095	Below LOD	Below LOD	0.032	Below LOD	Below LOD	0.0092	Below LOD	Below LOD	0.0019	0.815	0.055	0.0016
BT_197	Jason_cass_2	20/02/2018 (3) 17:34:53.86	20/02/2018 (3)	17:34:53.86	29.036	BT_main_197	29	Normal	1	1.75E+04	0.11E+04	NaN	0.1	1.0	NaN	Below LOD	Below LOD	0.15	41.0	2.4	1.2	1.69E+04	0.26E+04	NaN	47	21	NaN	Below LOD	Below LOD	79	4.38	0.30	0.24	1287	77	0.41	0.504	0.096	0.14	1.99	0.84	1.4	5.8	1.1	2.5	1.45	0.18	0.05	10.0	1.2	0.57	Below LOD	Below LOD	0.4	Below LOD	Below LOD	0.34	1.30	0.12	0.12	1.46	0.21	0.011	Below LOD	Below LOD	0.48	Below LOD	Below LOD	0.22	9	13	NaN	Below LOD	Below LOD	1.8	-3	46	NaN	Below LOD	Below LOD	0.093	Below LOD	Below LOD	0.021	0.0212	0.0074	0.0089	129.0	7.8	0.0042	334	58	0.012	Below LOD	Below LOD	0.055	0.47	0.13	0.16	9.14E+04	0.67E+04	0.85	8.19E+04	0.64E+04	0.98	6.2	2.3	0.085	0.191	0.046	0.059	0.075	0.021	0.025	0.0232	0.0098	0.0096	0.029	0.012	0.015	Below LOD	Below LOD	0.027	0.0265	0.0084	0.0089	10.93	0.88	0.0096	132	29	0.0013	10.18	0.55	0.016	10.24	0.71	0.061	Below LOD	Below LOD	0.017	Below LOD	Below LOD	0.14	Below LOD	Below LOD	0.02	Below LOD	Below LOD	0.01	1.39	0.14	0.0083
BT_198	Jason_cass_2	20/02/2018 (3) 17:36:04.01	20/02/2018 (3)	17:36:04.01	29.06	BT_main_198	30	Normal	1	2.63E+04	0.18E+04	NaN	0.1	1.0	NaN	Below LOD	Below LOD	0.096	32.2	2.0	0.81	9.99E+03	0.20E+04	NaN	28	11	NaN	Below LOD	Below LOD	54	6.83	0.51	0.16	1200	45	0.41	0.811	0.075	0.08	1.60	0.55	0.93	9.9	1.0	1.7	1.004	0.087	0.03	6.29	0.59	0.34	Below LOD	Below LOD	0.26	Below LOD	Below LOD	0.22	0.966	0.087	0.085	1.07	0.12	0.02	Below LOD	Below LOD	0.29	Below LOD	Below LOD	0.13	9	13	NaN	Below LOD	Below LOD	1.1	23	47	NaN	Below LOD	Below LOD	0.064	Below LOD	Below LOD	0.015	0.055	0.017	0.0014	104.6	4.3	0.014	745	61	0.0051	Below LOD	Below LOD	0.052	0.51	0.13	0.091	5.85E+04	0.21E+04	0.49	5.27E+04	0.24E+04	0.57	2.6	1.2	0.049	0.111	0.023	0.032	0.045	0.015	0.0094	0.0253	0.0077	0.0013	0.0174	0.0072	0.0071	Below LOD	Below LOD	0.0062	0.0447	0.0080	0.004	10.84	0.55	0.0062	303	28	0.00082	13.31	0.65	0.0038	13.06	0.79	0.014	Below LOD	Below LOD	0.01	0.101	0.033	0.029	0.0188	0.0097	0.014	Below LOD	Below LOD	0.0047	1.749	0.070	0.0012
BT_199	Jason_cass_2	20/02/2018 (3) 17:39:34.76	20/02/2018 (3)	17:39:34.76	29.042	BT_main_199	29	Normal	1	1.42E+04	0.21E+04	NaN	0.1	1.0	NaN	Below LOD	Below LOD	0.27	62.6	6.0	2.3	3.55E+04	0.52E+04	NaN	107	63	NaN	Below LOD	Below LOD	150	8.1	1.0	0.46	3530	210	0.79	1.13	0.26	0.23	4.6	1.7	2.7	17.3	3.9	4.9	3.90	0.65	0.086	21.1	2.2	1.1	Below LOD	Below LOD	0.84	Below LOD	Below LOD	0.61	1.69	0.27	0.23	2.15	0.41	0.076	0.89	0.56	0.81	Below LOD	Below LOD	0.31	5.8	8.9	NaN	Below LOD	Below LOD	3	50	52	NaN	Below LOD	Below LOD	0.18	Below LOD	Below LOD	0.045	0.071	0.039	0.012	336	20	0.033	930	150	0.021	Below LOD	Below LOD	0.15	1.07	0.31	0.21	2.13E+05	0.17E+05	3.6	1.89E+05	0.15E+05	3.6	13.9	6.4	0.13	0.558	0.097	0.099	0.39	0.49	0.038	0.114	0.026	0.011	0.081	0.026	0.019	Below LOD	Below LOD	0.019	0.055	0.021	0.0026	36.8	2.2	0.019	478	95	0.017	15.2	1.6	0.031	16.7	2.3	0.043	0.023	0.018	0.02	0.24	0.12	0.08	Below LOD	Below LOD	0.033	0.010	0.010	0.0039	2.27	0.13	0.0035
BT_200	Jason_cass_2	20/02/2018 (3) 17:40:44.90	20/02/2018 (3)	17:40:44.90	29.071	BT_main_200	29	Normal	1	9.8E+03	1.7E+03	NaN	0.1	1.0	NaN	Below LOD	Below LOD	0.22	25.6	2.3	2	3.50E+04	0.57E+04	NaN	61	41	NaN	Below LOD	Below LOD	130	6.06	0.91	0.42	2110	170	0.86	0.62	0.19	0.19	2.9	1.6	2.3	10.2	2.1	4.1	2.69	0.39	0.088	17.7	2.3	0.89	Below LOD	Below LOD	0.68	Below LOD	Below LOD	0.48	0.89	0.21	0.2	0.78	0.18	0.018	Below LOD	Below LOD	0.67	Below LOD	Below LOD	0.27	13	13	NaN	Below LOD	Below LOD	2.7	44	58	NaN	Below LOD	Below LOD	0.15	Below LOD	Below LOD	0.034	0.016	0.013	0.0035	216	15	0.024	492	33	0.018	Below LOD	Below LOD	0.032	0.68	0.24	0.15	1.68E+05	0.18E+05	2.3	1.49E+05	0.17E+05	2	12.0	5.5	0.11	0.312	0.080	0.084	0.069	0.035	0.034	0.077	0.029	0.0034	0.040	0.023	0.016	Below LOD	Below LOD	0.016	0.0235	0.0075	0.0021	34.2	3.3	0.016	449	55	0.01	4.95	0.40	0.0095	5.24	0.73	0.035	Below LOD	Below LOD	0.025	Below LOD	Below LOD	0.079	Below LOD	Below LOD	0.026	Below LOD	Below LOD	0.0033	0.94	0.10	0.0029
BT_201	Jason_cass_2	20/02/2018 (3) 17:41:55.18	20/02/2018 (3)	17:41:55.18	29.037	BT_main_201	29	Normal	1	7920	480	NaN	0.0	1.0	NaN	Below LOD	Below LOD	0.12	12.6	1.4	1.3	1.41E+04	0.26E+04	NaN	23	17	NaN	Below LOD	Below LOD	79	3.51	0.29	0.23	1220	56	0.61	0.53	0.12	0.14	2.09	0.78	1.4	3.78	0.77	2.5	1.59	0.13	0.052	9.75	0.77	0.53	Below LOD	Below LOD	0.4	Below LOD	Below LOD	0.34	0.430	0.071	0.12	0.485	0.088	0.011	Below LOD	Below LOD	0.4	Below LOD	Below LOD	0.17	17	13	NaN	Below LOD	Below LOD	1.5	13	58	NaN	Below LOD	Below LOD	0.09	Below LOD	Below LOD	0.02	0.0062	0.0038	0.0021	106.6	6.0	0.024	217	13	0.0088	Below LOD	Below LOD	0.053	0.33	0.11	0.13	8.85E+04	0.51E+04	1.5	7.78E+04	0.42E+04	1.8	5.7	2.4	0.06	0.229	0.050	0.048	0.068	0.021	0.019	0.039	0.011	0.0056	0.0147	0.0068	0.012	Below LOD	Below LOD	0.0095	0.0129	0.0055	0.0013	16.8	1.0	0.0094	130	12	0.0079	2.36	0.21	0.0057	2.31	0.24	0.021	Below LOD	Below LOD	0.01	Below LOD	Below LOD	0.048	Below LOD	Below LOD	0.016	Below LOD	Below LOD	0.002	0.516	0.043	0.0017
BT_202	Jason_cass_2	20/02/2018 (3) 17:43:05.48	20/02/2018 (3)	17:43:05.48	29.035	BT_main_202	29	Normal	1	1.40E+04	0.13E+04	NaN	0.0	1.0	NaN	Below LOD	Below LOD	0.095	18.7	1.3	0.94	1.35E+04	0.20E+04	NaN	37	14	NaN	Below LOD	Below LOD	60	2.36	0.26	0.18	931	58	0.43	0.330	0.070	0.1	Below LOD	Below LOD	1.1	5.41	0.65	1.9	1.14	0.13	0.044	7.28	0.55	0.4	Below LOD	Below LOD	0.32	Below LOD	Below LOD	0.25	0.503	0.049	0.096	0.49	0.11	0.023	Below LOD	Below LOD	0.3	Below LOD	Below LOD	0.11	14	14	NaN	Below LOD	Below LOD	1.2	4	64	NaN	Below LOD	Below LOD	0.062	Below LOD	Below LOD	0.016	0.0134	0.0057	0.0056	99.0	5.2	0.014	298	25	0.0066	Below LOD	Below LOD	0.051	0.276	0.089	0.091	6.78E+04	0.44E+04	1.2	6.01E+04	0.40E+04	1.3	4.1	1.6	0.049	0.111	0.030	0.035	0.050	0.018	0.016	0.0269	0.0090	0.0015	0.0214	0.0093	0.0085	Below LOD	Below LOD	0.0072	0.0178	0.0075	0.0027	12.1	1.0	0.0072	213	35	0.0038	4.59	0.33	0.0043	4.95	0.44	0.016	Below LOD	Below LOD	0.0066	Below LOD	Below LOD	0.031	Below LOD	Below LOD	0.012	Below LOD	Below LOD	0.0015	0.639	0.052	0.0013
BT_203	Jason_cass_2	20/02/2018 (3) 17:44:15.66	20/02/2018 (3)	17:44:15.66	29.163	BT_main_203	30	Normal	1	8.7E+03	1.1E+03	NaN	0.1	1.0	NaN	Below LOD	Below LOD	0.45	47.2	4.2	4.4	6.83E+04	0.85E+04	NaN	143	63	NaN	Below LOD	Below LOD	280	8.8	1.1	0.87	3320	130	1.8	0.76	0.34	0.47	6.8	2.8	4.9	18.1	4.9	8.8	5.53	0.61	0.16	34.0	3.2	2	Below LOD	Below LOD	1.4	Below LOD	Below LOD	1.2	1.77	0.37	0.42	1.98	0.43	0.038	Below LOD	Below LOD	1.3	Below LOD	Below LOD	0.48	9	11	NaN	Below LOD	Below LOD	5.4	28	46	NaN	Below LOD	Below LOD	0.31	Below LOD	Below LOD	0.065	0.067	0.032	0.0073	409	22	0.014	779	41	0.021	Below LOD	Below LOD	0.066	1.67	0.44	0.3	3.31E+05	0.23E+05	5	2.94E+05	0.20E+05	6	30	10	0.2	0.63	0.13	0.18	0.196	0.077	0.072	0.143	0.047	0.007	0.072	0.031	0.046	Below LOD	Below LOD	0.092	0.037	0.016	0.0045	56.8	3.8	0.12	439	25	0.015	12.33	0.94	0.056	13.9	1.5	0.21	Below LOD	Below LOD	0.024	Below LOD	Below LOD	0.14	Below LOD	Below LOD	0.046	Below LOD	Below LOD	0.0068	2.92	0.31	0.006
BT_204	Jason_cass_2	20/02/2018 (3) 17:45:25.93	20/02/2018 (3)	17:45:25.93	29.049	BT_main_204	29	Normal	1	10950	450	NaN	0.0	1.0	NaN	Below LOD	Below LOD	0.1	14.6	1.1	1	1.25E+04	0.27E+04	NaN	39	13	NaN	Below LOD	Below LOD	66	2.53	0.25	0.2	597	62	0.43	0.284	0.086	0.11	Below LOD	Below LOD	1.2	3.31	0.95	2.1	1.37	0.18	0.043	8.1	1.0	0.47	Below LOD	Below LOD	0.32	Below LOD	Below LOD	0.28	0.434	0.059	0.098	0.481	0.074	0.037	Below LOD	Below LOD	0.33	Below LOD	Below LOD	0.12	8	12	NaN	Below LOD	Below LOD	1.2	49	61	NaN	Below LOD	Below LOD	0.076	Below LOD	Below LOD	0.019	0.0130	0.0061	0.0049	101.3	7.1	0.019	282	30	0.0018	0.023	0.027	0.016	0.39	0.13	0.11	7.05E+04	0.50E+04	1.1	6.21E+04	0.45E+04	1.4	5.2	1.8	0.05	0.149	0.031	0.043	0.048	0.013	0.016	0.032	0.010	0.0017	0.0124	0.0055	0.01	Below LOD	Below LOD	0.0079	0.0166	0.0047	0.0011	12.95	0.77	0.022	120.1	6.7	0.0047	5.23	0.77	0.019	5.38	0.95	0.018	Below LOD	Below LOD	0.011	Below LOD	Below LOD	0.026	Below LOD	Below LOD	0.012	Below LOD	Below LOD	0.0017	1.51	0.25	0.0015
