	Source file	DateTime	Date	Time	Duration(s)	Comments	Total points	Selection type	Components	Fe57_CPS	Fe57_CPS_Int2SE	Fe57_CPS_LOD	IntStdWv	IntStdWv_Int2SE	IntStdWv_LOD	Li_ppm_m7	Li_ppm_m7_Int2SE	Li_ppm_m7_LOD	Al_ppm_m27	Al_ppm_m27_Int2SE	Al_ppm_m27_LOD	Si_ppm_m29	Si_ppm_m29_Int2SE	Si_ppm_m29_LOD	P_ppm_m31	P_ppm_m31_Int2SE	P_ppm_m31_LOD	Ca_ppm_m44	Ca_ppm_m44_Int2SE	Ca_ppm_m44_LOD	Sc_ppm_m45	Sc_ppm_m45_Int2SE	Sc_ppm_m45_LOD	Ti_ppm_m49	Ti_ppm_m49_Int2SE	Ti_ppm_m49_LOD	V_ppm_m51	V_ppm_m51_Int2SE	V_ppm_m51_LOD	Cr_ppm_m52	Cr_ppm_m52_Int2SE	Cr_ppm_m52_LOD	Mn_ppm_m55	Mn_ppm_m55_Int2SE	Mn_ppm_m55_LOD	Co_ppm_m59	Co_ppm_m59_Int2SE	Co_ppm_m59_LOD	Ni_ppm_m60	Ni_ppm_m60_Int2SE	Ni_ppm_m60_LOD	Cu_ppm_m65	Cu_ppm_m65_Int2SE	Cu_ppm_m65_LOD	Zn_ppm_m66	Zn_ppm_m66_Int2SE	Zn_ppm_m66_LOD	Ga_ppm_m69	Ga_ppm_m69_Int2SE	Ga_ppm_m69_LOD	Ga_ppm_m71	Ga_ppm_m71_Int2SE	Ga_ppm_m71_LOD	Ge_ppm_m72	Ge_ppm_m72_Int2SE	Ge_ppm_m72_LOD	As_ppm_m75	As_ppm_m75_Int2SE	As_ppm_m75_LOD	m77__Cl_CPS	m77__Cl_CPS_Int2SE	m77__Cl_CPS_LOD	Se_ppm_m82	Se_ppm_m82_Int2SE	Se_ppm_m82_LOD	Kr83_CPS	Kr83_CPS_Int2SE	Kr83_CPS_LOD	Rb_ppm_m85	Rb_ppm_m85_Int2SE	Rb_ppm_m85_LOD	Sr_ppm_m88	Sr_ppm_m88_Int2SE	Sr_ppm_m88_LOD	Y_ppm_m89	Y_ppm_m89_Int2SE	Y_ppm_m89_LOD	Zr_ppm_m90	Zr_ppm_m90_Int2SE	Zr_ppm_m90_LOD	Nb_ppm_m93	Nb_ppm_m93_Int2SE	Nb_ppm_m93_LOD	Mo_ppm_m97	Mo_ppm_m97_Int2SE	Mo_ppm_m97_LOD	In_ppm_m113	In_ppm_m113_Int2SE	In_ppm_m113_LOD	Sn_ppm_m117	Sn_ppm_m117_Int2SE	Sn_ppm_m117_LOD	Sn_ppm_m119	Sn_ppm_m119_Int2SE	Sn_ppm_m119_LOD	Sb_ppm_m121	Sb_ppm_m121_Int2SE	Sb_ppm_m121_LOD	Cs_ppm_m133	Cs_ppm_m133_Int2SE	Cs_ppm_m133_LOD	Ba_ppm_m138	Ba_ppm_m138_Int2SE	Ba_ppm_m138_LOD	La_ppm_m139	La_ppm_m139_Int2SE	La_ppm_m139_LOD	Ce_ppm_m140	Ce_ppm_m140_Int2SE	Ce_ppm_m140_LOD	Nd_ppm_m146	Nd_ppm_m146_Int2SE	Nd_ppm_m146_LOD	Lu_ppm_m175	Lu_ppm_m175_Int2SE	Lu_ppm_m175_LOD	Hf_ppm_m179	Hf_ppm_m179_Int2SE	Hf_ppm_m179_LOD	Ta_ppm_m181	Ta_ppm_m181_Int2SE	Ta_ppm_m181_LOD	W_ppm_m182	W_ppm_m182_Int2SE	W_ppm_m182_LOD	W_ppm_m183	W_ppm_m183_Int2SE	W_ppm_m183_LOD	Tl_ppm_m205	Tl_ppm_m205_Int2SE	Tl_ppm_m205_LOD	Pb_ppm_m208	Pb_ppm_m208_Int2SE	Pb_ppm_m208_LOD	Bi_ppm_m209	Bi_ppm_m209_Int2SE	Bi_ppm_m209_LOD	Th_ppm_m232	Th_ppm_m232_Int2SE	Th_ppm_m232_LOD	U_ppm_m238	U_ppm_m238_Int2SE	U_ppm_m238_LOD
G_NIST610_Jnew_18	Jason_cass_2	20/02/2018 (3) 15:37:53.76	20/02/2018 (3)	15:37:53.76	29.093	NIST610_18	29	Normal	1	9.4E+03	1.0E+03	NaN	0.0	1.0	NaN	458	25	0.15	9.7E+03	2.6E+03	1.5	3.14E+05	0.35E+05	NaN	430	170	NaN	8.10E+04	0.50E+04	96	457	28	0.3	456	23	0.53	443	23	0.15	401	23	1.6	437	23	2.9	402	18	0.049	450	20	0.83	433	21	0.53	453	25	0.49	423	18	0.14	429	24	0.037	435	21	0.46	320	16	0.2	6470	660	NaN	136.9	8.0	2.1	2210	280	NaN	411	21	0.1	495	26	0.022	447	24	0.0025	433	23	0.027	450	25	0.012	408	25	0.095	418	23	0.17	420	22	1.2	422	22	1.7	388	21	0.075	357	23	0.055	433	25	0.022	424	25	0.0086	440	24	0.011	417	21	0.011	430	24	0.0015	419	23	0.011	432	24	0.014	436	20	0.02	431	25	0.026	58.9	3.4	0.0086	424	21	0.062	376	19	0.023	449	22	0.0024	459	23	0.0022
G_NIST610_Jnew_19	Jason_cass_2	20/02/2018 (3) 15:40:14.22	20/02/2018 (3)	15:40:14.22	29.042	NIST610_19	29	Normal	1	8840	980	NaN	0.0	1.0	NaN	496	21	0.15	1.08E+04	0.26E+04	1.6	3.32E+05	0.33E+05	NaN	440	190	NaN	8.60E+04	0.39E+04	100	478	18	0.31	462	18	0.48	474	19	0.15	427	17	1.7	463	18	3	429	16	0.045	482	23	0.63	463	19	0.56	474	20	0.41	441	16	0.16	444	20	0.014	465	21	0.48	337	14	0.19	6530	690	NaN	143.1	8.1	2.2	2070	320	NaN	442	20	0.11	529	26	0.027	477	20	0.0093	458	17	0.028	480	20	0.0027	431	18	0.025	445	22	0.14	447	18	1.9	440	21	1.9	415	20	0.066	377	16	0.061	469	19	0.026	452	18	0.0026	466	21	0.011	453	20	0.012	452	20	0.0016	445	16	0.012	452	15	0.015	457	16	0.021	454	20	0.028	61.8	2.8	0.011	441	18	0.045	391	15	0.017	475	20	0.0026	484	20	0.0023
G_NIST610_Jnew_20	Jason_cass_2	20/02/2018 (3) 15:51:56.48	20/02/2018 (3)	15:51:56.48	29.06	NIST610_20	30	Normal	1	9.3E+03	1.1E+03	NaN	0.0	1.0	NaN	461	17	0.14	9.7E+03	2.5E+03	1.6	3.15E+05	0.39E+05	NaN	300	170	NaN	7.85E+04	0.33E+04	99	445	20	0.29	435	23	0.64	435	19	0.15	399	15	1.6	431	15	2.9	395	16	0.061	447	26	0.66	429	17	0.62	452	18	0.44	417	18	0.14	415	21	0.013	441	22	0.43	317	14	0.19	6870	690	NaN	132.5	7.7	2.1	2230	290	NaN	415	19	0.11	513	22	0.029	450	18	0.0069	444	26	0.025	456	22	0.009	401	11	0.022	435	26	0.14	428	24	1.3	429	25	1.9	388	18	0.069	357	16	0.056	441	22	0.018	427	19	0.0024	444	26	0.0096	426	24	0.011	440	23	0.0015	421	17	0.011	441	24	0.017	431	21	0.019	435	24	0.025	58.8	3.0	0.013	420	18	0.1	377	17	0.02	459	26	0.0024	452	21	0.0021
G_NIST610_Jnew_21	Jason_cass_2	20/02/2018 (3) 16:03:38.63	20/02/2018 (3)	16:03:38.63	29.081	NIST610_21	30	Normal	1	9.2E+03	1.1E+03	NaN	0.0	1.0	NaN	472	24	0.14	1.04E+04	0.23E+04	1.6	3.34E+05	0.33E+05	NaN	470	170	NaN	7.99E+04	0.37E+04	100	456	24	0.3	451	27	0.35	446	19	0.15	405	18	1.6	438	19	2.9	410	17	0.058	456	20	0.66	443	21	0.49	455	20	0.42	433	17	0.15	442	26	0.036	448	20	0.44	325	13	0.16	6610	760	NaN	136.6	6.9	2	2080	280	NaN	421	19	0.098	504	22	0.023	453	21	0.0068	447	21	0.014	464	18	0.0089	413	19	0.062	420	17	0.16	423	17	2	429	19	1.8	392	14	0.072	365	15	0.062	450	24	0.021	437	19	0.0024	449	19	0.011	424	15	0.011	433	21	0.0042	424	19	0.011	432	19	0.013	436	17	0.024	432	20	0.026	58.3	2.1	0.011	405	17	0.037	364	15	0.019	436	21	0.0024	434	20	0.0022
G_NIST610_Jnew_22	Jason_cass_2	20/02/2018 (3) 16:15:20.63	20/02/2018 (3)	16:15:20.63	29.04	NIST610_22	30	Normal	1	9.4E+03	1.1E+03	NaN	0.0	1.0	NaN	458	27	0.13	1.06E+04	0.24E+04	1.6	3.20E+05	0.34E+05	NaN	420	190	NaN	8.00E+04	0.45E+04	99	448	24	0.31	446	28	0.52	440	20	0.14	399	22	1.6	436	19	2.9	402	19	0.05	449	23	0.63	429	19	0.51	445	22	0.4	417	19	0.14	424	21	0.036	439	20	0.47	319	13	0.16	6580	720	NaN	136.5	8.0	2	2160	280	NaN	420	23	0.11	503	24	0.028	454	21	0.0068	439	21	0.017	451	21	0.0089	413	21	0.022	429	22	0.13	424	20	1.4	432	21	2.2	391	17	0.071	356	18	0.057	441	23	0.023	432	20	0.0067	441	20	0.0095	418	21	0.011	426	22	0.0015	429	22	0.011	436	23	0.0079	446	23	0.024	435	24	0.025	59.7	3.0	0.003	424	23	0.048	380	19	0.017	456	23	0.0024	459	24	0.0021
G_NIST610_Jnew_23	Jason_cass_2	20/02/2018 (3) 16:27:02.63	20/02/2018 (3)	16:27:02.63	29.037	NIST610_23	29	Normal	1	9230	990	NaN	0.0	1.0	NaN	470	23	0.18	1.04E+04	0.23E+04	1.9	3.29E+05	0.31E+05	NaN	400	200	NaN	8.13E+04	0.47E+04	120	448	20	0.39	454	20	0.76	452	22	0.18	412	18	2	449	19	3.5	410	13	0.077	457	17	0.77	447	19	0.61	454	21	0.45	433	18	0.19	431	18	0.014	447	18	0.56	330	12	0.21	6670	800	NaN	136.7	5.1	2.5	2180	340	NaN	421	12	0.12	516	24	0.024	459	18	0.0079	433	15	0.0051	461	19	0.015	427	17	0.092	439	18	0.22	430	17	1.5	425	16	2.1	399	14	0.086	374	14	0.069	456	20	0.026	438	18	0.0078	450	14	0.013	431	16	0.036	442	20	0.0016	437	16	0.011	446	17	0.011	449	18	0.0072	441	18	0.026	59.8	2.2	0.013	436	17	0.043	392	15	0.014	458	19	0.0025	459	22	0.0022
G_NIST610_Jnew_24	Jason_cass_2	20/02/2018 (3) 16:38:44.65	20/02/2018 (3)	16:38:44.65	29.052	NIST610_24	29	Normal	1	9030	910	NaN	0.0	1.0	NaN	473	29	0.17	1.03E+04	0.24E+04	1.6	3.34E+05	0.30E+05	NaN	510	220	NaN	8.19E+04	0.48E+04	100	453	23	0.34	437	27	0.67	452	22	0.16	411	20	1.7	444	22	3	407	19	0.058	470	29	0.63	454	21	0.49	467	21	0.39	441	17	0.15	433	21	0.014	454	25	0.58	326	16	0.27	6670	580	NaN	138.0	8.3	2.1	2140	290	NaN	420	22	0.094	513	30	0.025	459	24	0.0091	444	22	0.014	464	24	0.012	424	22	0.065	448	25	0.19	430	21	0.91	434	22	1	396	19	0.1	370	19	0.051	452	24	0.019	438	21	0.018	456	23	0.016	430	22	0.012	434	22	0.0073	431	20	0.012	436	19	0.0098	440	19	0.036	452	24	0.027	60.2	3.1	0.017	426	20	0.065	385	17	0.029	456	20	0.014	458	23	0.0079
G_NIST610_Jnew_25	Jason_cass_2	20/02/2018 (3) 16:50:26.42	20/02/2018 (3)	16:50:26.42	29.044	NIST610_25	29	Normal	1	9.1E+03	1.1E+03	NaN	0.0	1.0	NaN	469	16	0.16	1.13E+04	0.23E+04	1.5	3.29E+05	0.39E+05	NaN	400	220	NaN	8.40E+04	0.29E+04	100	461	15	0.31	456	20	0.64	457	13	0.14	415	14	1.6	456	15	2.9	415	12	0.069	471	18	0.6	446	18	0.5	464	15	0.41	445	17	0.14	439	19	0.013	457	20	0.5	330	14	0.24	6770	660	NaN	140.8	6.2	1.9	2190	270	NaN	434	19	0.097	529	22	0.031	476	17	0.0025	466	18	0.022	478	20	0.0025	431	21	0.1	443	19	0.2	441	20	0.83	439	18	0.9	407	18	0.084	372	16	0.054	458	17	0.02	447	17	0.0099	464	18	0.0096	445	15	0.011	455	18	0.0042	449	16	0.011	461	16	0.0067	457	21	0.007	457	18	0.091	62.4	3.0	0.016	442	17	0.054	402	15	0.029	479	17	0.0084	486	16	0.0087
G_NIST610_Jnew_26	Jason_cass_2	20/02/2018 (3) 17:02:08.36	20/02/2018 (3)	17:02:08.36	29.064	NIST610_26	29	Normal	1	9.4E+03	1.1E+03	NaN	0.0	1.0	NaN	464	22	0.14	9.8E+03	2.4E+03	1.5	3.31E+05	0.38E+05	NaN	510	230	NaN	8.13E+04	0.36E+04	95	449	19	0.3	447	18	0.57	444	19	0.13	405	14	1.6	438	17	2.8	403	14	0.058	453	18	0.58	436	17	0.47	456	17	0.55	424	17	0.14	431	20	0.044	444	21	0.49	325	16	0.2	7190	740	NaN	137.4	6.0	1.9	2170	370	NaN	422	18	0.09	511	20	0.019	460	17	0.0024	442	17	0.025	457	20	0.016	417	18	0.075	421	17	0.18	432	18	1.8	425	20	1.2	393	18	0.072	362	17	0.055	443	15	0.022	429	16	0.0065	441	19	0.012	422	17	0.011	431	18	0.0015	428	20	0.011	439	18	0.0014	433	18	0.023	438	19	0.025	57.6	2.5	0.013	414	20	0.046	371	15	0.02	436	16	0.0023	439	18	0.002
G_NIST610_Jnew_27	Jason_cass_2	20/02/2018 (3) 17:13:50.58	20/02/2018 (3)	17:13:50.58	29.075	NIST610_27	29	Normal	1	9.5E+03	1.1E+03	NaN	0.0	1.0	NaN	452	16	0.14	1.06E+04	0.22E+04	1.5	3.03E+05	0.34E+05	NaN	450	260	NaN	8.04E+04	0.30E+04	95	452	15	0.31	443	19	0.44	446	14	0.14	396	15	1.5	434	14	2.7	406	12	0.041	455	19	0.59	430	17	0.47	452	19	0.36	430	16	0.14	425	16	0.012	443	18	0.46	321	12	0.19	7190	710	NaN	133.6	6.9	2	2340	300	NaN	423	16	0.096	516	22	0.022	467	19	0.0023	457	20	0.026	466	19	0.011	413	16	0.075	425	18	0.13	421	19	1.4	431	15	1.6	397	14	0.073	363	11	0.049	451	14	0.023	439	13	0.0064	451	15	0.009	434	15	0.011	441	13	0.0014	437	13	0.029	454	13	0.0063	444	13	0.0065	441	14	0.024	59.8	1.9	0.013	430	15	0.056	386	12	0.014	463	12	0.0062	462	14	0.0055
G_NIST610_Jnew_28	Jason_cass_2	20/02/2018 (3) 17:25:32.44	20/02/2018 (3)	17:25:32.44	29.048	NIST610_28	30	Normal	1	9.5E+03	1.0E+03	NaN	0.0	1.0	NaN	462	18	0.14	1.01E+04	0.23E+04	1.6	3.31E+05	0.33E+05	NaN	380	280	NaN	8.11E+04	0.40E+04	99	447	22	0.31	450	21	0.46	443	17	0.15	399	14	1.6	445	15	2.9	405	14	0.06	448	14	0.66	438	14	0.51	459	17	0.43	430	16	0.15	423	16	0.012	441	18	0.44	320	12	0.18	6930	710	NaN	134.7	6.8	2.1	2320	320	NaN	425	15	0.09	519	20	0.014	465	17	0.0024	447	15	0.026	458	17	0.0087	419	14	0.12	424	16	0.16	417	14	1.4	419	18	2.2	389	11	0.078	363	14	0.049	451	19	0.029	439	18	0.0083	453	17	0.01	424	14	0.011	430	16	0.0015	425	17	0.011	433	18	0.0051	435	17	0.0065	442	19	0.024	57.2	2.6	0.01	408	15	0.053	371	11	0.015	442	17	0.0022	443	17	0.0072
G_NIST610_Jnew_29	Jason_cass_2	20/02/2018 (3) 17:37:14.22	20/02/2018 (3)	17:37:14.22	29.049	NIST610_29	29	Normal	1	9.4E+03	1.1E+03	NaN	0.0	1.0	NaN	477	19	0.14	9.9E+03	2.4E+03	1.7	3.17E+05	0.35E+05	NaN	230	290	NaN	8.32E+04	0.36E+04	100	461	15	0.33	461	20	0.86	458	15	0.14	421	14	1.7	458	13	3	423	16	0.058	473	22	0.67	453	21	0.5	474	19	0.36	455	17	0.15	441	15	0.013	451	18	0.41	328	11	0.16	7300	720	NaN	148.3	7.6	1.8	2190	260	NaN	437	11	0.11	531	16	0.033	472	14	0.022	456	13	0.031	473	14	0.0025	428	15	0.14	447	13	0.021	439	14	1	432	14	1.8	403	13	0.069	372	14	0.053	460	15	0.026	454	14	0.0024	471	17	0.0023	439	14	0.011	445	14	0.0015	453	15	0.011	459	15	0.0015	462	18	0.0067	453	16	0.025	61.8	1.9	0.0029	440	15	0.077	402	17	0.027	470	16	0.0023	474	16	0.0021
G_NIST610_Jnew_30	Jason_cass_2	20/02/2018 (3) 17:48:56.53	20/02/2018 (3)	17:48:56.53	29.056	NIST610_30	29	Normal	1	9690	980	NaN	0.0	1.0	NaN	460	18	0.14	1.06E+04	0.21E+04	1.5	3.23E+05	0.31E+05	NaN	430	330	NaN	7.92E+04	0.32E+04	98	442	17	0.32	455	18	0.47	444	14	0.14	395	14	1.6	432	15	2.8	404	11	0.054	456	15	0.58	438	18	0.55	453	14	0.42	431	15	0.14	433	16	0.013	442	15	0.43	321.0	9.8	0.16	7130	690	NaN	133.2	6.1	1.9	2320	240	NaN	421	15	0.098	504	18	0.027	455	18	0.0024	448	15	0.02	467	16	0.013	419	15	0.091	431	17	0.15	426	13	1.4	426	18	1.8	388	13	0.071	355	12	0.054	442	14	0.023	439	16	0.0023	446	14	0.014	421.9	9.1	0.011	431	15	0.0015	426	11	0.011	440	17	0.0051	434	17	0.018	440	17	0.024	57.6	2.1	0.013	416	15	0.05	383	14	0.022	448	17	0.0023	461	16	0.002
G_NIST610_Jnew_31	Jason_cass_2	20/02/2018 (3) 18:00:38.56	20/02/2018 (3)	18:00:38.56	29.039	NIST610_31	29	Normal	1	9.7E+03	1.2E+03	NaN	0.0	1.0	NaN	473	22	0.14	1.06E+04	0.23E+04	1.5	3.27E+05	0.36E+05	NaN	460	410	NaN	8.31E+04	0.33E+04	98	463	17	0.32	463	20	0.53	457	16	0.15	410	13	1.6	444	15	2.9	425	16	0.051	468	19	0.62	442	17	0.49	466	19	0.37	440	15	0.13	439	15	0.013	450	16	0.41	328	15	0.17	7110	720	NaN	148.4	7.4	1.8	2170	290	NaN	432	14	0.095	522	17	0.021	465	15	0.0024	451	16	0.022	473	17	0.016	425	18	0.077	445	19	0.14	432	18	1.3	434	19	1.5	408	17	0.064	374	14	0.053	462	18	0.025	450	17	0.0023	463	18	0.011	439	18	0.011	443	16	0.0015	446	16	0.011	447	17	0.0014	458	17	0.018	449	19	0.024	60.3	2.7	0.0078	436	20	0.035	406	18	0.017	464	16	0.0023	471	21	0.002
G_NIST610_Jnew_32	Jason_cass_2	20/02/2018 (3) 18:12:20.56	20/02/2018 (3)	18:12:20.56	29.038	NIST610_32	29	Normal	1	9.3E+03	1.1E+03	NaN	0.0	1.0	NaN	483	24	0.14	1.05E+04	0.23E+04	1.6	3.29E+05	0.40E+05	NaN	500	420	NaN	8.19E+04	0.39E+04	100	460	20	0.32	446	23	0.47	462	25	0.15	422	19	1.7	453	19	3	418	18	0.065	469	23	0.66	449	26	0.52	489	30	0.4	456	25	0.14	447	25	0.036	463	27	0.45	332	17	0.17	7020	630	NaN	138.0	7.5	2	2150	290	NaN	443	29	0.11	529	26	0.022	485	25	0.0025	466	26	0.02	482	30	0.016	440	28	0.023	457	30	0.18	443	27	1.7	436	26	1.6	405	26	0.068	375	25	0.052	472	26	0.024	462	25	0.0084	470	25	0.012	443	23	0.031	455	26	0.0015	457	26	0.011	463	23	0.012	459	24	0.0067	462	30	0.025	61.0	3.4	0.01	435	28	0.053	407	27	0.015	468	21	0.0023	480	27	0.0021
G_NIST610_Jnew_33	Jason_cass_2	20/02/2018 (3) 18:24:02.60	20/02/2018 (3)	18:24:02.60	29.039	NIST610_33	29	Normal	1	9.5E+03	1.1E+03	NaN	0.0	1.0	NaN	481	24	0.14	1.07E+04	0.22E+04	1.6	3.47E+05	0.36E+05	NaN	510	480	NaN	8.33E+04	0.38E+04	100	462	20	0.32	457	19	0.37	453	21	0.16	416	20	1.6	457	18	2.9	426	20	0.047	470	21	0.65	445	17	0.5	486	22	0.38	446	23	0.14	450	20	0.013	455	21	0.42	338	14	0.16	7720	840	NaN	145.3	6.7	1.8	2290	330	NaN	439	17	0.1	522	22	0.026	456	15	0.0068	449	19	0.02	470	19	0.017	418	11	0.061	458	26	0.15	441	20	1.2	433	21	1.8	396	14	0.064	372	17	0.057	464	22	0.024	452	18	0.0065	472	20	0.013	434	18	0.011	442	17	0.0015	448	18	0.011	454	20	0.0051	455	20	0.018	465	24	0.068	60.2	2.6	0.0028	424	19	0.052	398	19	0.019	459	21	0.0023	464	21	0.002
G_NIST610_Jnew_34	Jason_cass_2	20/02/2018 (3) 18:35:45.13	20/02/2018 (3)	18:35:45.13	29.044	NIST610_34	30	Normal	1	9.6E+03	1.2E+03	NaN	0.0	1.0	NaN	476	17	0.14	1.01E+04	0.21E+04	1.5	2.4E+05	1.0E+05	NaN	-10	440	NaN	7.99E+04	0.37E+04	99	446	17	0.3	449	22	0.59	448	17	0.14	410	16	1.6	447	18	2.8	418	15	0.049	474	23	0.64	447	22	0.71	457	21	0.34	435	16	0.13	435	20	0.034	447	18	0.43	328	14	0.14	7410	730	NaN	139.4	5.9	1.9	2340	290	NaN	419	17	0.096	513	19	0.019	460	16	0.0023	451	15	0.017	465	20	0.0024	420	22	0.021	436	15	0.12	442	25	1.5	432	20	1.6	399	20	0.054	375	18	0.055	460	17	0.021	444	16	0.012	463	19	0.013	434	19	0.011	439	19	0.0041	440	18	0.03	451	19	0.0039	439	16	0.0063	457	23	0.024	60.1	2.8	0.0077	440	23	0.048	388	14	0.018	461	17	0.0022	480	18	0.0019
G_NIST610_Jnew_35	Jason_cass_2	20/02/2018 (3) 18:47:27.37	20/02/2018 (3)	18:47:27.37	29.082	NIST610_35	30	Normal	1	9.8E+03	1.1E+03	NaN	0.0	1.0	NaN	461	21	0.16	9.5E+03	2.2E+03	1.5	3.46E+05	0.41E+05	NaN	530	530	NaN	8.01E+04	0.33E+04	99	441	17	0.31	448	24	0.64	445	18	0.15	406	16	1.6	439	18	2.8	411	18	0.055	445	19	0.67	437	18	0.47	468	22	0.34	427	19	0.14	429	23	0.05	431	19	0.5	313	14	0.24	7350	710	NaN	135.7	6.6	1.8	2370	300	NaN	423	18	0.1	505	22	0.033	456	21	0.011	438	19	0.013	454	18	0.0098	407	21	0.11	430	23	0.17	426	22	0.83	421	22	0.93	391	18	0.098	361	17	0.053	443	19	0.019	427	16	0.011	445	20	0.015	422	20	0.037	430	17	0.0088	424	17	0.029	433	17	0.008	437	18	0.018	436	19	0.023	58.9	3.4	0.014	416	21	0.05	381	16	0.026	440	18	0.0062	451	15	0.0088
G_NIST610_Jnew_36	Jason_cass_2	20/02/2018 (3) 18:59:09.74	20/02/2018 (3)	18:59:09.74	29.163	NIST610_36	29	Normal	1	9.5E+03	1.2E+03	NaN	0.0	1.0	NaN	478	20	0.15	1.04E+04	0.22E+04	1.5	2.0E+05	1.3E+05	NaN	300	560	NaN	8.21E+04	0.37E+04	100	457	19	0.32	474	29	0.59	461	21	0.15	413	18	1.6	446	15	2.8	410	17	0.051	458	18	0.62	445	25	0.52	474	24	0.38	440	22	0.14	445	24	0.05	457	26	0.49	327	18	0.19	7470	760	NaN	144.2	7.4	1.8	2280	300	NaN	434	17	0.093	529	23	0.023	472	22	0.0066	452	21	0.019	477	22	0.012	433	21	0.075	450	24	0.15	440	18	0.75	442	21	0.85	392	16	0.074	365	17	0.055	458	18	0.014	448	21	0.0065	451	18	0.0078	426	16	0.011	438	15	0.0041	451	21	0.011	454	19	0.0014	446	19	0.0065	446	24	0.024	58.5	2.3	0.017	433	30	0.038	402	23	0.025	466	17	0.0063	477	22	0.002
G_NIST610_Jnew_37	Jason_cass_2	20/02/2018 (3) 19:10:51.98	20/02/2018 (3)	19:10:51.98	29.076	NIST610_37	29	Normal	1	9.7E+03	1.1E+03	NaN	0.0	1.0	NaN	458	22	0.14	9.3E+03	2.1E+03	1.5	3.66E+05	0.45E+05	NaN	570	630	NaN	8.07E+04	0.24E+04	100	447	16	0.3	456	21	0.7	442	17	0.14	402	15	1.6	434	18	2.8	408	14	0.05	457	19	0.61	426	18	0.48	462	19	0.35	430	16	0.13	436	17	0.012	447	20	0.47	327	15	0.18	7280	800	NaN	137.0	5.0	1.9	2320	300	NaN	426	18	0.093	510	22	0.022	457	15	0.0066	445	15	0.021	460	18	0.0067	409	15	0.087	431	17	0.15	421	16	1.6	425	17	1.7	399	16	0.074	361	15	0.051	451	17	0.019	445	14	0.0082	451	17	0.0062	431	17	0.011	442	17	0.0015	436	14	0.011	444	16	0.0039	443	17	0.0065	437	19	0.024	59.7	2.6	0.019	427	16	0.072	385	13	0.025	457	15	0.0023	464	16	0.002
G_NIST610_Jnew_38	Jason_cass_2	20/02/2018 (3) 19:22:33.84	20/02/2018 (3)	19:22:33.84	29.091	NIST610_38	29	Normal	1	9.2E+03	1.0E+03	NaN	0.0	1.0	NaN	476	30	0.14	1.11E+04	0.20E+04	1.4	2.9E+05	1.2E+05	NaN	500	680	NaN	8.32E+04	0.52E+04	100	469	24	0.31	461	24	0.73	459	21	0.14	416	22	1.6	454	23	2.9	420	22	0.06	471	23	0.62	458	25	0.49	473	27	0.35	449	27	0.13	447	31	0.043	458	25	0.42	334	18	0.16	7540	760	NaN	139.5	7.7	1.9	2240	310	NaN	442	25	0.098	534	35	0.025	478	28	0.0024	461	30	0.019	485	35	0.016	424	21	0.021	445	30	0.17	448	26	1.3	443	28	1.8	400	22	0.073	377	23	0.053	463	26	0.019	449	25	0.0065	463	29	0.013	450	29	0.011	461	30	0.0015	459	27	0.011	465	28	0.0057	456	28	0.018	455	29	0.025	62.5	3.8	0.012	452	28	0.053	402	25	0.021	474	27	0.0023	475	27	0.002
G_NIST610_Jnew_39	Jason_cass_2	20/02/2018 (3) 19:34:16.01	20/02/2018 (3)	19:34:16.01	29.194	NIST610_39	29	Normal	1	9460	990	NaN	0.0	1.0	NaN	460	20	0.14	9.2E+03	2.1E+03	1.4	1.8E+05	1.5E+05	NaN	230	650	NaN	8.06E+04	0.34E+04	99	451	17	0.32	445	20	0.45	440	14	0.16	400	14	1.6	437	14	2.8	405	11	0.054	452	11	0.63	442	16	0.99	452	19	0.3	427	14	0.14	427	12	0.034	445	18	0.48	318.9	9.6	0.17	7540	770	NaN	132.7	5.6	1.8	2370	360	NaN	417	12	0.097	505	17	0.024	458	13	0.0065	444	13	0.0047	462	16	0.011	407	14	0.085	430	19	0.15	428	15	1.3	426	18	1.4	393	13	0.057	363	11	0.051	446	16	0.023	429	11	0.0065	445	13	0.0061	430	13	0.011	436	11	0.0015	436	12	0.011	446	12	0.007	439	11	0.0065	447	19	0.024	59.6	2.3	0.013	426	18	0.034	381	11	0.018	454	11	0.0023	453	13	0.002
G_NIST610_Jnew_40	Jason_cass_2	20/02/2018 (3) 19:45:58.84	20/02/2018 (3)	19:45:58.84	29.041	NIST610_40	30	Normal	1	9.4E+03	1.1E+03	NaN	0.0	1.0	NaN	468	15	0.15	1.05E+04	0.20E+04	1.5	3.2E+05	1.4E+05	NaN	1030	850	NaN	8.27E+04	0.27E+04	100	466	17	0.31	455	18	0.37	461	13	0.16	415	15	1.7	451	14	3	418	15	0.048	468	16	0.67	443	16	0.47	460	14	0.47	439	17	0.14	445	17	0.013	447	16	0.47	327	12	0.16	7080	720	NaN	140.8	7.3	1.9	2320	290	NaN	428	15	0.1	519	16	0.025	464	13	0.0067	452	13	0.022	466	16	0.0025	418	16	0.06	433	20	0.15	428	14	1.8	428	17	1.4	405	18	0.062	365	14	0.055	449	18	0.022	445	17	0.0067	459	17	0.013	432	14	0.03	440	13	0.0015	439	15	0.011	449	16	0.004	449	17	0.018	448	20	0.025	59.1	2.3	0.003	423	16	0.057	384	16	0.018	454	13	0.0024	454	15	0.0021
