ROCK,Reference,Sample,country,Location1,Location2,Type,Sub type,Age (Ma),Wt.%,SiO2 ,TiO2,Al2O3,Fe2O3t,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,ZrO2,Nb2O5,Y2O3,B2O3,H2O,H2O+,H2O-,CO2,LOI,Total,,A/CNK,Na+K/Al,A/NK,,ppm,Mg,Mn,Ti,S,P,B,F,Cl,Li ,,Nb,Ta,Nb/Ta,Zr,Hf,Zr/Hf
MPG,Chicharro et al. 2016,AQ2,Spain,Iberian Massif,Logrosán,Main Unit,,308,,72.26,0.23,14.76,,,1.71,0.02,0.33,0.45,2.67,4.75,0.47,,,,,,,,,2.55,100.2,,1.43,0.65,1.55,,,,,,,,,2003,,289.7,,11.7,3.08,3.80,80,2.4,33.3
MPG,Chicharro et al. 2016,AQ4,Spain,Iberian Massif,Logrosán,Main Unit,,308,,72.53,0.27,15.24,,,1.33,0.02,0.38,0.69,3.31,4.88,0.57,,,,,,,,,1.62,100.8,,1.27,0.70,1.42,,,,,,,,,1611,,303,,10.1,2.5,4.04,118,3,39.3
MPG,Chicharro et al. 2016,AQ6,Spain,Iberian Massif,Logrosán,Main Unit,,308,,73.93,0.1,15.14,,,0.82,0.02,0.16,0.5,3.87,4.19,0.57,,,,,,,,,1.51,100.8,,1.28,0.72,1.39,,,,,,,,,1150,,141.4,,13.6,4.76,2.86,43,1.5,28.7
MPG,Chicharro et al. 2016,AQ13,Spain,Iberian Massif,Logrosán,Main Unit,,308,,73.12,0.21,14.92,,,1.37,0.02,0.33,0.54,3.31,4.42,0.49,,,,,,,,,1.47,100.2,,1.33,0.69,1.46,,,,,,,,,,,,,11.4,3.73,3.06,82,2.6,31.5
MPG,Chicharro et al. 2016,AQ14,Spain,Iberian Massif,Logrosán,Main Unit,,308,,74.03,0.17,14.94,,,1.14,0.02,0.24,0.51,3.42,4.53,0.46,,,,,,,,,1.08,100.5,,1.30,0.70,1.42,,,,,,,,,,,,,9,1.97,4.57,77,2.5,30.8
MPG,Chicharro et al. 2016,AQ5,Spain,Iberian Massif,Logrosán,Evolved Units,,308,,72.94,0.17,15.3,,,0.78,0.01,0.22,0.46,3.27,4.83,0.54,,,,,,,,,1.95,100.5,,1.34,0.69,1.44,,,,,,,,,1053,,209.6,,9.6,1.98,4.85,74,2.5,29.6
MPG,Chicharro et al. 2016,AQ11,Spain,Iberian Massif,Logrosán,Evolved Units,,308,,72.73,0.13,14.42,,,1.45,0.02,0.22,0.25,2.95,4.35,0.51,,,,,,,,,1.98,99,,1.44,0.66,1.51,,,,,,,,,,,,,15.9,4,3.98,60,1.7,35.3
MPG,Chicharro et al. 2016,AQ12,Spain,Iberian Massif,Logrosán,Evolved Units,,308,,74.01,0.15,14.83,,,1.17,0.02,0.26,0.46,2.95,4.63,0.55,,,,,,,,,1.74,100.8,,1.39,0.67,1.50,,,,,,,,,,,,,11.1,2.3,4.83,62,2.1,29.5
MPG,López-Moro et al. 2017,D05530,Spain,Iberian Massif,Penouta,1,leucogranite,Late Carboniferous,,76.1,,14.3,0.93,,,0.03,0.03,0.11,4.43,3.48,0.05,,,,,,,,,,99.46,,1.27,0.77,1.29,,,,,,,,,,,,,72,46.2,1.558441558,27,5.5,4.9
MPG,López-Moro et al. 2017,D06053,Spain,Iberian Massif,Penouta,1,leucogranite,Late Carboniferous,,75.4,,14.25,1.12,,,0.03,0.03,0.13,4.33,3.83,0.04,,,,,,,,,,99.16,,1.24,0.79,1.26,,,,,,,,,,,,,49.1,20,2.455,27,4.7,5.7
MPG,López-Moro et al. 2017,D05007,Spain,Iberian Massif,Penouta,2,leucogranite,Late Carboniferous,,76,0.005,15.25,0.78,,,0.03,0.03,0.1,5.26,3.6,0.02,,,,,,,,,,101.08,,1.20,0.82,1.22,,,,,,,,,,,,,75.3,65.1,1.156682028,28,6.4,4.4
MPG,López-Moro et al. 2017,D05249,Spain,Iberian Massif,Penouta,2,leucogranite,Late Carboniferous,,77.1,0.005,15,0.84,,,0.05,0.02,0.13,4.98,4.07,0.04,,,,,,,,,,102.24,,1.17,0.84,1.19,,,,,,,,,,,,,71,40.7,1.744471744,25,5.5,4.5
MPG,López-Moro et al. 2017,D05255,Spain,Iberian Massif,Penouta,2,leucogranite,Late Carboniferous,,75.8,0.005,15.45,0.95,,,0.04,0.02,0.14,5.99,3.39,0.04,,,,,,,,,,101.83,,1.12,0.88,1.14,,,,,,,,,,,,,68.7,38,1.807894737,30,6.2,4.8
MPG,López-Moro et al. 2017,D02666,Spain,Iberian Massif,Penouta,3,leucogranite,Late Carboniferous,,72.2,,15.9,0.32,,,0.02,0.03,0.16,6.67,3.43,0.06,,,,,,,,,0.81,99.6,,1.06,0.92,1.08,,,,,,,,,,,,,80,130,0.615384615,20,8.1,2.5
MPG,López-Moro et al. 2017,D02744,Spain,Iberian Massif,Penouta,3,leucogranite,Late Carboniferous,,74.9,,15.9,0.4,,,0.04,0.02,0.14,6.31,3.49,0.06,,,,,,,,,0.68,101.26,,1.10,0.89,1.12,,,,,,,,,,,,,52.8,95.6,0.552301255,22,7.1,3.1
MPG,López-Moro et al. 2017,D02944,Spain,Iberian Massif,Penouta,3,leucogranite,Late Carboniferous,,75,,15.25,0.45,,,0.03,0.03,0.13,5.72,3.58,0.05,,,,,,,,,0.64,100.88,,1.13,0.87,1.15,,,,,,,,,,,,,55.2,39.3,1.404580153,17,5.3,3.2
MPG,López-Moro et al. 2017,D02972,Spain,Iberian Massif,Penouta,4,leucogranite,Late Carboniferous,,70.8,,16.6,0.55,,,0.02,0.03,0.14,6.3,3.55,0.07,,,,,,,,,,98.06,,1.15,0.86,1.17,,,,,,,,,,,,,88.6,158.5,0.558990536,13,7.8,1.7
MPG,López-Moro et al. 2017,D02990,Spain,Iberian Massif,Penouta,4,leucogranite,Late Carboniferous,,76.4,,15.25,0.78,,,0.04,0.01,0.14,5.51,3.35,0.06,,,,,,,,,,101.54,,1.18,0.83,1.20,,,,,,,,,,,,,68.6,99.7,0.688064193,15,7.3,2.1
MPG,López-Moro et al. 2017,D03290,Spain,Iberian Massif,Penouta,4,leucogranite,Late Carboniferous,,73.8,,15.6,0.66,,,0.14,0.02,0.15,6.22,3.36,0.06,,,,,,,,,,100.01,,1.10,0.89,1.12,,,,,,,,,,,,,65.2,87.3,0.746849943,20,7.5,2.7
MPG,Müller et al. 2006,CW12,United Kingdom,Cornwall,Land's end,Fine-grained porphyritic Granite,,295-275,,65.79,0.97,15.5,,1.6,3.84,0.08,1.32,1.89,3.45,3.46,0.39,,,,,,,,,1.18,99.9,,1.21,0.61,1.65,,,,,,130,,,6200,500,120,,26,1.94,13.40206186,378,9.14,
MPG,Müller et al. 2006,CW25,United Kingdom,Cornwall,Land's end,Fine-grained porphyritic Granite,,295-275,,72.67,0.34,14,,0.56,1.59,0.03,0.48,0.81,2.8,5.24,0.24,,,,,,,,,0.98,99.9,,1.19,0.73,1.36,,,,,,220,,50,2000,400,60,,21,2.75,7.636363636,138,3.97,
MPG,Müller et al. 2006,CW20,United Kingdom,Cornwall,Land's end,Coarse-grained porphyritic Granite,,295-275,,71.24,0.35,14.77,,0.57,1.66,0.04,0.44,0.76,2.77,6.03,0.28,,,,,,,,,0.86,99.9,,1.18,0.75,1.33,,,,,,160,,40,2200,500,80,,23,2.94,7.823129252,180,4.87,
MPG,Müller et al. 2006,CW04,United Kingdom,Cornwall,Land's end,Flow banded coarse-grained porphyritic Granite,,295-275,,68.85,0.74,16.45,,1.82,1.45,0.04,0.38,0.51,3.47,4.58,0.32,,,,,,,,,1.17,100,,1.42,0.65,1.54,,,,,,240,,,2200,300,80,,71,12.15,5.843621399,308,9.55,
MPG,Müller et al. 2006,CW67,United Kingdom,Cornwall,Land's end,Ablbite microgranite,,295-275,,75.29,0.04,14.84,,0.59,0.43,0.02,0.1,1.3,5.45,0.95,0.23,,,,,,,,,0.61,99.9,,1.20,0.67,1.48,,,,,,50,,200,300,100,40,,27,12.6,2.142857143,40,2.05,
MPG,Müller et al. 2006,CW37,United Kingdom,Cornwall,Land's end,Porphyritic Pelitras granite,,295-275,,73.71,0.29,13.94,,1.03,0.79,0.03,0.35,0.58,2.55,5.55,0.25,,,,,,,,,0.77,99.9,,1.24,0.73,1.37,,,,,,290,,500,900,400,60,,21,4.13,5.084745763,120,3.53,
MPG,Müller et al. 2006,CW34,United Kingdom,Cornwall,Land's end,Pelitras tourmaline granite,,295-275,,75.52,0.1,13.42,,0.97,0.36,0.01,,0.29,2.5,5.84,0.16,,,,,,,,,0.8,100.1,,1.22,0.78,1.29,,,,,,750,,600,1100,100,60,,21,4.33,4.849884527,36,1.51,
MPG,Müller et al. 2006,CW44,United Kingdom,Cornwall,Land's end,Li-siderophyllite granite,,295-275,,73.74,0.24,13.94,,0.84,1.3,0.03,0.3,0.68,2.44,4.69,0.26,,,,,,,,,1.28,100.1,,1.35,0.65,1.53,,,,,,430,,200,5000,400,100,,31,6.5,4.769230769,101,3.18,
MPG,Müller et al. 2006,CW32,United Kingdom,Cornwall,Land's end,Li-siderophyllite granite,,295-275,,75.46,0.15,13.45,,0.94,0.65,0.02,0.18,0.42,2.62,4.96,0.23,,,,,,,,,0.81,100,,1.29,0.72,1.39,,,,,,140,,,2500,200,80,,23,5.97,3.852596315,66,2.27,
MPG,Müller et al. 2006,CW68,United Kingdom,Cornwall,Land's end,Tourmaline granite,,295-275,,73.88,0.1,14.07,,0.36,0.36,0.01,0.05,0.38,2.85,7.1,0.25,,,,,,,,,0.57,100,,1.08,0.88,1.14,,,,,,50,,100,400,300,30,,27,7.5,3.6,51,2.19,
MPG,Müller et al. 2006,CW71,United Kingdom,Cornwall,Land's end,Tourmaline granite,,295-275,,75.91,0.16,13.98,,1.49,0.36,0.02,0.26,0.64,5.75,0.4,0.35,,,,,,,,,0.55,100,,1.26,0.71,1.41,,,,,,190,,,900,100,25,,11,3.41,3.225806452,38,1.54,
MPG,Müller et al. 2006,CW01,United Kingdom,Cornwall,Land's end,Tourmaline granite,,295-275,,74.08,0.08,14.22,,2.72,0.58,0.03,0.08,0.49,0.56,5.89,0.38,,,,,,,,,0.63,99.9,,1.74,0.51,1.95,,,,,,80,,,2000,100,50,,29,8.78,3.302961276,38,1.53,
MPG,Müller et al. 2006,CW03,United Kingdom,Cornwall,Land's end,Contact tourmaline granite/massive quartz-tourmaline rock,,295-275,,77.39,0.08,12.1,,2.71,0.5,0.02,0.16,0.47,0.43,4.94,0.32,,,,,,,,,0.69,99.9,,1.75,0.50,2.00,,,,,,80,,,1700,200,50,,37,9.94,3.722334004,39,1.64,
MPG,Chappell and Hine 2006,DG1 ,United Kingdom,Cornwall,Dartmoor,Biotite granite,,295-275,,71.14,0.42,13.85,,0.23,2.48,0.08,0.64,1.48,3,4.78,0.23,,,,,,0.94,,0.15,,99.81,,1.08,0.73,1.37,,,,,,20,,150,1600,520,230,,17,4.2,4.047619048,148,4.4,33.63636364
MPG,Chappell and Hine 2006,GPE4 ,United Kingdom,Cornwall,Dartmoor,Biotite granite,,295-275,,72.4,0.3,13.83,,0.23,1.79,0.06,0.57,1.17,3.13,4.57,0.18,,,,,,0.92,,0.31,,99.89,,1.13,0.73,1.37,,,,,,10,,220,1800,600,280,,16,4.7,3.404255319,139,4,34.75
MPG,Chappell and Hine 2006,GPE3 ,United Kingdom,Cornwall,Dartmoor,Biotite granite,,295-275,,73.01,0.26,13.7,,0.17,1.69,0.07,0.44,0.75,2.99,5.03,0.19,,,,,,1.01,,0.21,,99.8,,1.17,0.76,1.32,,,,,,15,,50,1000,330,240,,17.5,4.3,4.069767442,110,3.2,34.375
MPG,Chappell and Hine 2006,DG2 ,United Kingdom,Cornwall,Dartmoor,Biotite granite,,295-275,,73.69,0.22,13.63,,0.16,1.62,0.08,0.4,0.54,2.98,5.01,0.18,,,,,,1.22,,0.17,,100.14,,1.21,0.76,1.32,,,,,,40,,70,600,290,160,,17,4.5,3.777777778,96,2.8,34.28571429
MPG,Chappell and Hine 2006,GPE1 ,United Kingdom,Cornwall,Dartmoor,Biotite granite,,295-275,,74.08,0.18,13.35,,0.33,1.41,0.08,0.25,0.51,3.01,4.94,0.21,,,,,,0.92,,0.29,,100.16,,1.19,0.77,1.30,,,,,,10,,530,2600,400,470,,17,5.8,2.931034483,95,3.1,30.64516129
MPG,Chappell and Hine 2006,GPE2 ,United Kingdom,Cornwall,Dartmoor,Biotite granite,,295-275,,74.02,0.21,13.35,,0.48,1.41,0.07,0.3,0.6,2.96,4.89,0.21,,,,,,0.85,,0.37,,100.37,,1.19,0.76,1.31,,,,,,10,,710,2500,420,450,,18,7.1,2.535211268,112,3.3,33.93939394
MPG,Chappell and Hine 2006,DG3 ,United Kingdom,Cornwall,Dartmoor,Biotite granite,,295-275,,73.84,0.17,13.23,,0.31,1.41,0.07,0.27,0.44,2.74,5.22,0.21,,,,,,0.98,,0.39,,99.95,,1.21,0.77,1.30,,,,,,10,,670,2800,420,520,,17.5,7,2.5,92,3,30.66666667
MPG,Chappell and Hine 2006,GPE7 ,United Kingdom,Cornwall,Bodmin Moor,Biotite granite,,295-275,,71.79,0.23,14.88,,0.16,1.37,0.04,0.42,0.88,2.73,5.34,0.27,,,,,,1.3,,0.35,,100.25,,1.25,0.69,1.45,,,,,,,,270,2900,100,330,,11,3.1,3.548387097,105,3,35
MPG,Chappell and Hine 2006,GPE6 ,United Kingdom,Cornwall,Bodmin Moor,Biotite granite,,295-275,,71.41,0.22,15.22,,0.21,1.22,0.05,0.41,0.89,3.1,4.96,0.29,,,,,,1.18,,0.33,,99.97,,1.26,0.69,1.45,,,,,,10,,230,2800,80,400,,12.5,3.5,3.571428571,113,3.2,35.3125
MPG,Chappell and Hine 2006,GPE5 ,United Kingdom,Cornwall,Bodmin Moor,Biotite granite,,295-275,,72.28,0.19,14.54,,0.31,0.97,0.05,0.27,0.74,2.84,5.19,0.29,,,,,,1.15,,0.43,,99.87,,1.25,0.71,1.41,,,,,,10,,420,3900,95,490,,14.5,4.5,3.222222222,92,2.8,32.85714286
MPG,Chappell and Hine 2006,GPE9 ,United Kingdom,Cornwall,St Austell,Biotite granite,,295-275,,72.04,0.32,14.08,,0.12,1.92,0.06,0.49,0.99,2.88,4.9,0.25,,,,,,1.01,,0.31,,99.82,,1.19,0.71,1.40,,,,,,20,,210,2400,360,280,,19,3.8,5,145,4,36.25
MPG,Chappell and Hine 2006,GPE10 ,United Kingdom,Cornwall,St Austell,Biotite granite,,295-275,,72.32,0.22,14.43,,0.28,1.33,0.04,0.36,0.68,2.95,5.21,0.28,,,,,,0.96,,0.32,,99.95,,1.23,0.73,1.38,,,,,,15,,500,2500,390,380,,19,5.1,3.725490196,98,3,32.66666667
MPG,Chappell and Hine 2006,GPE11 ,United Kingdom,Cornwall,Carnmenelis,Biotite granite,,295-275,,71.23,0.25,15.18,,0.3,1.32,0.04,0.49,0.99,3.01,5.03,0.24,,,,,,1.35,,0.28,,100.13,,1.24,0.68,1.46,,,,,,15,,200,2200,170,310,,10,2.5,4,110,3.2,34.375
MPG,Chappell and Hine 2006,GPE16 ,United Kingdom,Cornwall,Carnmenelis,Biotite granite,,295-275,,70.99,0.28,15.15,,0.21,1.53,0.04,0.51,0.98,2.98,5.08,0.26,,,,,,1.15,,0.17,,99.8,,1.24,0.69,1.46,,,,,,15,,230,2400,130,380,,12,2.9,4.137931034,121,3.4,35.58823529
MPG,Chappell and Hine 2006,GPE14 ,United Kingdom,Cornwall,Carnmenelis,Biotite granite,,295-275,,72.3,0.27,14.48,,0.12,1.54,0.04,0.48,0.99,3.02,4.7,0.24,,,,,,1.03,,0.32,,99.98,,1.22,0.69,1.44,,,,,,50,,230,2300,150,370,,11.5,3.1,3.709677419,113,3.3,34.24242424
MPG,Chappell and Hine 2006,GPE12 ,United Kingdom,Cornwall,Carnmenelis,Biotite granite,,295-275,,70.86,0.25,15.44,,0.19,1.44,0.04,0.47,0.96,3.13,5.1,0.25,,,,,,1.25,,0.34,,100.19,,1.24,0.69,1.45,,,,,,15,,250,2300,150,390,,13,3.4,3.823529412,113,3.3,34.24242424
MPG,Chappell and Hine 2006,GPE15 ,United Kingdom,Cornwall,Carnmenelis,Biotite granite,,295-275,,72.31,0.24,14.82,,0.14,1.38,0.04,0.44,0.88,3.05,4.85,0.23,,,,,,0.98,,0.34,,100.21,,1.25,0.69,1.44,,,,,,15,,290,2800,140,430,,12,3.6,3.333333333,104,2.9,35.86206897
MPG,Chappell and Hine 2006,GPE17 ,United Kingdom,Cornwall,Carnmenelis,Biotite granite,,295-275,,70.84,0.25,15.44,,0.25,1.42,0.04,0.52,0.91,3.16,5.11,0.25,,,,,,1.25,,0.07,,99.97,,1.25,0.69,1.44,,,,,,10,,230,2500,110,370,,12.5,2.9,4.310344828,110,3.1,35.48387097
MPG,Chappell and Hine 2006,GPE13 ,United Kingdom,Cornwall,Carnmenelis,Biotite granite,,295-275,,71.74,0.21,14.99,,0.21,1.25,0.04,0.4,0.83,3.11,5.05,0.23,,,,,,1.13,,0.33,,100.01,,1.24,0.71,1.42,,,,,,15,,260,2700,100,430,,13,3.3,3.939393939,99,2.9,34.13793103
MPG,Chappell and Hine 2006,LE1 ,United Kingdom,Cornwall,Ch-Land's End,Biotite granite,,295-275,,70.46,0.38,14.81,,0.32,2.19,0.07,0.65,0.85,2.52,5.57,0.29,,,,,,1.44,,0.12,,100.15,,1.26,0.69,1.46,,,,,,20,,220,2400,570,200,,19,3.8,5,169,4.6,36.73913043
MPG,Chappell and Hine 2006,GPE19 ,United Kingdom,Cornwall,Land's End,Biotite granite,,295-275,,70.24,0.38,14.92,,0.16,2.35,0.05,0.71,0.88,2.67,5.43,0.29,,,,,,1.27,,0.01,,99.83,,1.26,0.69,1.45,,,,,,15,,190,2300,550,260,,18.5,5.2,3.557692308,163,4.4,37.04545455
MPG,Chappell and Hine 2006,LE4 ,United Kingdom,Cornwall,Land's End,Biotite granite,,295-275,,70.31,0.35,14.72,,0.31,2.07,0.05,0.61,0.85,2.65,5.4,0.28,,,,,,1.37,,0.32,,99.8,,1.25,0.69,1.44,,,,,,15,,370,2400,470,190,,19,4.7,4.042553191,152,4.2,36.19047619
MPG,Chappell and Hine 2006,LE3 ,United Kingdom,Cornwall,Land's End,Biotite granite,,295-275,,71.11,0.29,14.75,,0.47,1.53,0.03,0.46,0.8,2.61,5.69,0.3,,,,,,1.3,,0.23,,100.17,,1.24,0.71,1.41,,,,,,15,,620,2600,520,200,,20.5,4.2,4.880952381,140,3.9,35.8974359
MPG,Chappell and Hine 2006,GPE20 ,United Kingdom,Cornwall,Land's End,Biotite granite,,295-275,,73.23,0.15,14.13,,0.52,0.77,0.02,0.22,0.65,2.69,5.24,0.31,,,,,,1.1,,0.02,,99.98,,1.25,0.71,1.40,,,,,,5,,910,6200,510,450,,26,8.8,2.954545455,66,2.1,31.42857143
MPG,Chappell and Hine 2006,LE2 ,United Kingdom,Cornwall,Land's End,Biotite granite,,295-275,,72.21,0.16,14.67,,0.32,1.15,0.07,0.32,0.64,3.05,4.99,0.27,,,,,,1.2,,0.21,,99.84,,1.27,0.71,1.41,,,,,,5,,550,2500,500,410,,20,5.3,3.773584906,68,2.1,32.38095238
MPG,Chappell and Hine 2006,GPE18 ,United Kingdom,Cornwall,Land's End,Biotite granite,,295-275,,72.5,0.16,14.92,,0.39,0.98,0.03,0.35,0.51,2.98,5.19,0.28,,,,,,1.32,,0.01,,100.11,,1.30,0.71,1.42,,,,,,25,,580,1600,320,260,,19.5,5.4,3.611111111,69,2.1,32.85714286
MPG,Breiter 2012,4742,Central Europe,Erzgebirge,,S,"porphyritic biotite granite of OIC-S, Dragon rock, Nejdek pluton",Late Carboniferous-Early Permian,,71.47,0.44,14.2,,0.27,2.03,0.05,0.87,1.42,3.52,4.36,0.22,,,,,,0.17,,,0.97,100.08,,1.08,0.74,1.35,,,,,,,,,600,,106.9,,16,2.2,7.272727273,184,4.7,39.14893617
MPG,Breiter 2012,4744,Central Europe,Erzgebirge,,S,"porphyritic fine-grained YIC-carapace granite, White rock, Nejdek pluton;",Late Carboniferous-Early Permian,,74.75,0.22,13.27,,0.36,1.3,0.03,0.26,0.78,3.12,5.02,0.2,,,,,,0.12,,,0.85,100.41,,1.11,0.80,1.26,,,,,,,,,1300,,190.5,,16,2.5,6.4,140,4.5,31.11111111
MPG,Breiter 2012,4745,Central Europe,Erzgebirge,,S,"coarse-grained Ab–Bt–Toz YIC-S granite, ?erná-valey, Horní Blatná body",Late Carboniferous-Early Permian,,72.52,0.06,14.95,,0.24,1.05,0.03,0.08,0.39,3.76,4.62,0.44,,,,,,0.04,,,0.85,99.65,,1.26,0.75,1.34,,,,,,,,,8000,,534.3,,29,7.8,3.717948718,54,2.3,23.47826087
MPG,Breiter 2012,3414,Central Europe,Erzgebirge,,S,"fine-grained Ab–Zinw–Toz YIC-S granite, Podlesí",Late Carboniferous-Early Permian,,70.66,0.02,15.89,,0.17,0.82,0.03,0.08,0.28,4.1,3.8,0.86,,,,,,0.1,,,1.06,99.6,,1.40,0.68,1.46,,,,,,,,,18200,,2007.0,,84,54,1.555555556,29,3.1,9.35483871
MPG,Breiter 2012,3219,Central Europe,Krušné hory/Erzgebirge,,S,basal rhyolite lava,Late Carboniferous-Early Permian,,72.71,0.29,14.27,,0.32,1.31,0.03,0.74,0.92,2.42,4.69,0.08,,,,,,1.4,0.17,0.12,,99.6,,1.33,0.63,1.58,,,,,,,,,600,,27.9,,10,1.1,9.090909091,116,3.7,31.35135135
MPG,Förster et al. 1999,524,Central Europe,Erzgebirge,Bergen,Two mica granite,BRG1 ,Late Carboniferous-Early Permian,,70.6,0.37,14.6,2.25,,,0.046,0.82,1.11,3.58,4.93,0.25,,,,,,1.15,,0.21,,,,1.10,0.77,1.30,,,,,,,,,920,,111,,16,2.2,7.272727273,169,4.5,37.55555556
MPG,Förster et al. 1999,824,Central Europe,Erzgebirge,Bergen,Two mica granite,BRG1 ,Late Carboniferous-Early Permian,,71.5,0.33,14.5,2.04,,,0.045,0.68,1.1,3.01,5.47,0.24,,,,,,0.91,,0.32,,,,1.13,0.75,1.33,,,,,,,,,850,,94,,16,1.9,8.421052632,163,4.64,35.12931034
MPG,Förster et al. 1999,780,Central Europe,Erzgebirge,Bergen,Two mica granite,BRG2 ,Late Carboniferous-Early Permian,,74.4,0.18,14,1.29,,,0.058,0.34,0.57,3.5,4.39,0.16,,,,,,0.82,,0.16,,,,1.21,0.75,1.33,,,,,,,,,890,,204,,20,4.2,4.761904762,89,2.85,31.22807018
MPG,Förster et al. 1999,1085,Central Europe,Erzgebirge,Bergen,Two mica granite,BRG2 ,Late Carboniferous-Early Permian,,74.8,0.15,14,0.93,,,0.03,0.28,0.49,3.91,4.49,0.18,,,,,,0.69,,0.07,,,,1.15,0.81,1.24,,,,,,,,,780,,86,,22,6.4,3.4375,72,2.38,30.25210084
MPG,Förster et al. 1999,523,Central Europe,Erzgebirge,Bergen,Two mica granite,BRG3 ,Late Carboniferous-Early Permian,,75.8,0.089,13.5,0.8,,,0.057,0.2,0.37,3.41,4.44,0.15,,,,,,0.84,,0.11,,,,1.22,0.77,1.30,,,,,,,,,1200,,160,,20,6.3,3.174603175,42,1.83,22.95081967
MPG,Förster et al. 1999,1089,Central Europe,Erzgebirge,Bergen,Two mica granite,BRG3 ,Late Carboniferous-Early Permian,,75.3,0.084,13.7,0.86,,,0.058,0.15,0.41,3.88,4.33,0.16,,,,,,0.76,,0.05,,,,1.16,0.81,1.24,,,,,,,,,1320,,184,,23,5.7,4.035087719,37,1.67,22.15568862
MPG,Förster et al. 1999,776,Central Europe,Erzgebirge,Bergen,Two mica granite,BRG3p ,Late Carboniferous-Early Permian,,75.5,0.065,14,0.71,,,0.059,0.13,0.37,3.79,4.11,0.21,,,,,,0.82,,0.17,,,,1.23,0.76,1.31,,,,,,,,,1720,,384,,27,6.3,4.285714286,27,1.61,16.77018634
MPG,Förster et al. 1999,521,Central Europe,Erzgebirge,Bergen,Two mica granite,BRG3p ,Late Carboniferous-Early Permian,,75.3,0.058,14.2,0.7,,,0.054,0.13,0.34,3.65,4.22,0.2,,,,,,0.81,,0.19,,,,1.27,0.74,1.34,,,,,,,,,1620,,294,,25,7.6,3.289473684,27,1.6,16.875
MPG,Förster et al. 1999,779,Central Europe,Erzgebirge,Bergen,Two mica granite,A-BRG1 ,Late Carboniferous-Early Permian,,74.9,0.045,14.6,0.91,,,0.032,0.025,0.39,3.97,3.86,0.33,,,,,,0.76,,0.14,,,,1.28,0.73,1.36,,,,,,,,,1240,,143,,43,16,2.6875,25,1.83,13.66120219
MPG,Förster et al. 1999,1069,Central Europe,Erzgebirge,Bergen,Two mica granite,A-BRG1,Late Carboniferous-Early Permian,,74.3,0.035,14.6,0.73,,,0.047,0.045,0.5,4.25,3.8,0.53,,,,,,0.73,,0.15,,,,1.22,0.76,1.31,,,,,,,,,1500,,138,,54,20,2.7,21,1.83,11.47540984
MPG,Förster et al. 1999,504,Central Europe,Erzgebirge,Eibenstock,Li-mica granite,EIB0 ,Late Carboniferous-Early Permian,,72.4,0.24,14,2.46,,,0.044,0.28,0.69,3.32,4.84,0.25,,,,,,1.02,,0.14,,,,1.17,0.76,1.31,,,,,,,,,3380,,405,,19,2.7,7.037037037,149,4.35,34.25287356
MPG,Förster et al. 1999,821,Central Europe,Erzgebirge,Eibenstock,Li-mica granite,EIB0 ,Late Carboniferous-Early Permian,,74.3,0.17,13.3,1.76,,,0.024,0.24,0.44,3.06,4.78,0.25,,,,,,1.01,,0.22,,,,1.21,0.77,1.30,,,,,,,,,2100,,163,,18,3.8,4.736842105,113,3.4,33.23529412
MPG,Förster et al. 1999,820,Central Europe,Erzgebirge,Eibenstock,Li-mica granite,EIB1 ,Late Carboniferous-Early Permian,,74.6,0.13,13.8,1.5,,,0.028,0.028,0.48,3.27,4.99,0.23,,,,,,0.56,,0.03,,,,1.18,0.78,1.28,,,,,,,,,3520,,326,,17,4.1,4.146341463,85,2.55,33.33333333
MPG,Förster et al. 1999,509,Central Europe,Erzgebirge,Eibenstock,Li-mica granite,EIB1 ,Late Carboniferous-Early Permian,,74.6,0.11,13.6,1.45,,,0.028,0.028,0.44,3.13,4.91,0.27,,,,,,0.73,,0.09,,,,1.21,0.77,1.30,,,,,,,,,4710,,300,,20,4.6,4.347826087,75,2.74,27.37226277
MPG,Förster et al. 1999,814,Central Europe,Erzgebirge,Eibenstock,Li-mica granite,EIB2 ,Late Carboniferous-Early Permian,,74.6,0.072,14,1.23,,,0.016,0.016,0.38,3.54,4.47,0.4,,,,,,0.5,,0.09,,,,1.23,0.76,1.31,,,,,,,,,6850,,578,,26,7.7,3.376623377,53,2.39,22.17573222
MPG,Förster et al. 1999,811,Central Europe,Erzgebirge,Eibenstock,Li-mica granite,EIB3 ,Late Carboniferous-Early Permian,,74,0.057,14.8,1,,,0.033,0.033,0.37,3.76,4.3,0.39,,,,,,0.28,,0.11,,,,1.29,0.73,1.37,,,,,,,,,8290,,1001,,25,9.4,2.659574468,31,1.57,19.74522293
MPG,Förster et al. 1999,1081,Central Europe,Erzgebirge,Eibenstock,Li-mica granite,EIB3 ,Late Carboniferous-Early Permian,,74.8,0.053,14.2,1.06,,,0.022,0.022,0.35,3.49,4.36,0.35,,,,,,0.49,,0.05,,,,1.28,0.74,1.36,,,,,,,,,6870,,329,,19,5,3.8,23,1.08,21.2962963
MPG,Förster et al. 1999,1197,Central Europe,Erzgebirge,Eibenstock,Li-mica granite,EIB3 ,Late Carboniferous-Early Permian,,72.8,0.047,15.1,0.95,,,0.028,0.028,0.43,3.87,4.34,0.51,,,,,,0.72,,0.03,,,,1.27,0.73,1.36,,,,,,,,,11800,,1226,,38,13,2.923076923,34,2.29,14.84716157
