SPOT_ID,LOCALITY,SAMPLE,STYLE,IS,RELDIST,Source file,DateTime,Date,Time,Duration(s),Comments,Total points,Selection type,Components,Sn117_CPS,Sn117_CPS_Int2SE,Sn117_CPS_LOD,IntStdWv,IntStdWv_Int2SE,IntStdWv_LOD,Li_ppm_m7,Li_ppm_m7_Int2SE,Li_ppm_m7_LOD,Al_ppm_m27,Al_ppm_m27_Int2SE,Al_ppm_m27_LOD,Si_ppm_m29,Si_ppm_m29_Int2SE,Si_ppm_m29_LOD,P_ppm_m31,P_ppm_m31_Int2SE,P_ppm_m31_LOD,Ca_ppm_m44,Ca_ppm_m44_Int2SE,Ca_ppm_m44_LOD,Sc_ppm_m45,Sc_ppm_m45_Int2SE,Sc_ppm_m45_LOD,Ti_ppm_m49,Ti_ppm_m49_Int2SE,Ti_ppm_m49_LOD,V_ppm_m51,V_ppm_m51_Int2SE,V_ppm_m51_LOD,Cr_ppm_m52,Cr_ppm_m52_Int2SE,Cr_ppm_m52_LOD,Mn_ppm_m55,Mn_ppm_m55_Int2SE,Mn_ppm_m55_LOD,Fe_ppm_m57,Fe_ppm_m57_Int2SE,Fe_ppm_m57_LOD,Co_ppm_m59,Co_ppm_m59_Int2SE,Co_ppm_m59_LOD,Ni_ppm_m60,Ni_ppm_m60_Int2SE,Ni_ppm_m60_LOD,Cu_ppm_m65,Cu_ppm_m65_Int2SE,Cu_ppm_m65_LOD,Zn_ppm_m66,Zn_ppm_m66_Int2SE,Zn_ppm_m66_LOD,Ga_ppm_m69,Ga_ppm_m69_Int2SE,Ga_ppm_m69_LOD,Ga_ppm_m71,Ga_ppm_m71_Int2SE,Ga_ppm_m71_LOD,Ge_ppm_m72,Ge_ppm_m72_Int2SE,Ge_ppm_m72_LOD,As_ppm_m75,As_ppm_m75_Int2SE,As_ppm_m75_LOD,m77__Cl_CPS,m77__Cl_CPS_Int2SE,m77__Cl_CPS_LOD,Se_ppm_m82,Se_ppm_m82_Int2SE,Se_ppm_m82_LOD,Kr83_CPS,Kr83_CPS_Int2SE,Kr83_CPS_LOD,Rb_ppm_m85,Rb_ppm_m85_Int2SE,Rb_ppm_m85_LOD,Sr_ppm_m88,Sr_ppm_m88_Int2SE,Sr_ppm_m88_LOD,Y_ppm_m89,Y_ppm_m89_Int2SE,Y_ppm_m89_LOD,Zr_ppm_m90,Zr_ppm_m90_Int2SE,Zr_ppm_m90_LOD,Nb_ppm_m93,Nb_ppm_m93_Int2SE,Nb_ppm_m93_LOD,Mo_ppm_m97,Mo_ppm_m97_Int2SE,Mo_ppm_m97_LOD,In_ppm_m113,In_ppm_m113_Int2SE,In_ppm_m113_LOD,Sn_ppm_m119,Sn_ppm_m119_Int2SE,Sn_ppm_m119_LOD,Sb_ppm_m121,Sb_ppm_m121_Int2SE,Sb_ppm_m121_LOD,Cs_ppm_m133,Cs_ppm_m133_Int2SE,Cs_ppm_m133_LOD,Ba_ppm_m138,Ba_ppm_m138_Int2SE,Ba_ppm_m138_LOD,La_ppm_m139,La_ppm_m139_Int2SE,La_ppm_m139_LOD,Ce_ppm_m140,Ce_ppm_m140_Int2SE,Ce_ppm_m140_LOD,Nd_ppm_m146,Nd_ppm_m146_Int2SE,Nd_ppm_m146_LOD,Lu_ppm_m175,Lu_ppm_m175_Int2SE,Lu_ppm_m175_LOD,Hf_ppm_m179,Hf_ppm_m179_Int2SE,Hf_ppm_m179_LOD,Ta_ppm_m181,Ta_ppm_m181_Int2SE,Ta_ppm_m181_LOD,W_ppm_m182,W_ppm_m182_Int2SE,W_ppm_m182_LOD,W_ppm_m183,W_ppm_m183_Int2SE,W_ppm_m183_LOD,Tl_ppm_m205,Tl_ppm_m205_Int2SE,Tl_ppm_m205_LOD,Pb_ppm_m208,Pb_ppm_m208_Int2SE,Pb_ppm_m208_LOD,Bi_ppm_m209,Bi_ppm_m209_Int2SE,Bi_ppm_m209_LOD,Th_ppm_m232,Th_ppm_m232_Int2SE,Th_ppm_m232_LOD,U_ppm_m238,U_ppm_m238_Int2SE,U_ppm_m238_LOD
Moolyella_8,Moolyella,MoolyC,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:08:24.97,21/02/2018 (4),08:25.0,29.07,CS14_Moolyella_B_8,29,Normal,1,1.28E+07,8.20E+05,NaN,78.8,1,NaN,Below LOD,Below LOD,2.1,999,30,11,Below LOD,Below LOD,1.00E+05,Below LOD,Below LOD,440,Below LOD,Below LOD,1200,Below LOD,Below LOD,3.6,1340,83,8,Below LOD,Below LOD,1.7,18.1,9.4,18,5740,190,22,9950,370,42,13.2,1.8,0.61,75.3,8.1,18,Below LOD,Below LOD,4.7,72.9,6.3,3.8,74.1,3.2,1.5,85.6,4.2,0.067,Below LOD,Below LOD,6.3,Below LOD,Below LOD,3.8,2,10,NaN,Below LOD,Below LOD,20,-27,44,NaN,Below LOD,Below LOD,1,Below LOD,Below LOD,0.18,1.13,0.27,0.026,6490,220,0.18,9.60E+03,3.10E+03,0.25,65,59,1.1,Below LOD,Below LOD,2.2,7.11E+05,9.90E+03,9.1,12,17,1.3,1.71,0.42,0.54,0.56,0.21,0.15,0.245,0.097,0.026,0.106,0.075,0.071,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.016,1799,75,0.11,17040,470,0.064,67,45,0.071,33.5,3.1,0.14,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.34,Below LOD,Below LOD,0.44,Below LOD,Below LOD,0.025,5.52,0.48,0.022
Moolyella_9,Moolyella,MoolyC,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:11:55.99,21/02/2018 (4),11:56.0,29.044,CS14_Moolyella_B_9,29,Normal,1,1.22E+07,8.10E+05,NaN,78.8,1,NaN,26.4,3.8,2.2,1.56E+04,1.60E+03,12,Below LOD,Below LOD,1.10E+05,1840,290,480,Below LOD,Below LOD,1200,7,2.1,3.6,1344,80,5.5,10.4,1.7,1.7,Below LOD,Below LOD,19,5720,210,24,11750,460,45,14.2,1.7,0.57,78.2,8.5,6.7,Below LOD,Below LOD,5.6,104,8.9,3.7,81.7,3,1.6,126.4,6.1,0.2,45.3,7.3,6.4,17,3.8,3.9,139,44,NaN,Below LOD,Below LOD,20,13,47,NaN,Below LOD,Below LOD,1.1,39.5,4.5,0.27,348,45,0.076,6800,250,0.19,1.12E+04,3.30E+03,0.097,71,60,0.7,Below LOD,Below LOD,2.5,7.10E+05,9.60E+03,15,73,27,1.3,1.7,0.42,0.6,43.2,4,0.2,2410,210,0.027,2850,320,0.094,1740,200,0.13,2.34,0.33,0.017,1835,74,0.34,16840,510,0.016,153,42,0.076,32.4,2.9,0.15,Below LOD,Below LOD,0.2,13.2,1.6,0.34,Below LOD,Below LOD,0.42,48,12,0.027,22.6,2.3,0.024
Moolyella_10,Moolyella,MoolyC,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:13:06.14,21/02/2018 (4),13:06.1,29.058,CS14_Moolyella_B_10,29,Normal,1,1.28E+07,7.90E+05,NaN,78.8,1,NaN,Below LOD,Below LOD,2.1,1052,44,11,Below LOD,Below LOD,1.10E+05,Below LOD,Below LOD,450,Below LOD,Below LOD,1200,Below LOD,Below LOD,3.5,1291,71,8,Below LOD,Below LOD,1.6,22.9,8.9,18,5440,170,23,9350,360,47,13.5,1.4,0.53,85,10,7.7,Below LOD,Below LOD,4.8,79.3,6.1,4.1,77.1,3.7,1.5,87.6,4.5,0.19,Below LOD,Below LOD,6.3,Below LOD,Below LOD,3.5,-2,11,NaN,Below LOD,Below LOD,19,5,57,NaN,Below LOD,Below LOD,1.1,Below LOD,Below LOD,0.29,1.02,0.25,0.026,6260,220,0.29,9.70E+03,3.10E+03,0.22,70,55,0.68,Below LOD,Below LOD,2,7.09E+05,9.00E+03,8.3,34,21,1.3,1.13,0.44,0.55,0.54,0.25,0.12,0.28,0.11,0.026,0.27,0.1,0.14,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.016,1776,60,0.12,16140,460,0.016,133,32,0.072,32,2.8,0.49,Below LOD,Below LOD,0.15,Below LOD,Below LOD,0.61,Below LOD,Below LOD,0.36,Below LOD,Below LOD,0.026,5.47,0.56,0.023
Moolyella_11,Moolyella,MoolyC,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:14:16.31,21/02/2018 (4),14:16.3,29.13,CS14_Moolyella_B_11,29,Normal,1,1.29E+07,8.80E+05,NaN,78.8,1,NaN,Below LOD,Below LOD,1.9,633,40,11,Below LOD,Below LOD,1.00E+05,Below LOD,Below LOD,440,Below LOD,Below LOD,1100,Below LOD,Below LOD,3.3,1084,76,4.1,Below LOD,Below LOD,1.6,Below LOD,Below LOD,17,2960,150,22,6310,290,44,12.9,1.4,0.54,84,8.7,6.8,Below LOD,Below LOD,5.7,44,5.3,16,49.1,3.6,1.5,55.1,3.2,0.24,Below LOD,Below LOD,6.2,Below LOD,Below LOD,3.4,-2,11,NaN,Below LOD,Below LOD,19,84,53,NaN,Below LOD,Below LOD,1,0.35,0.21,0.28,0.75,0.19,0.025,4740,180,0.05,1.16E+04,1.40E+03,0.13,Below LOD,Below LOD,1.3,Below LOD,Below LOD,2.1,7.07E+05,1.30E+04,8.4,39,21,1.1,1.78,0.47,0.53,0.83,0.26,0.15,0.3,0.12,0.091,0.24,0.11,0.089,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.045,1510,43,0.11,10110,380,0.015,97,39,0.07,18.2,2.2,0.38,Below LOD,Below LOD,0.17,Below LOD,Below LOD,0.9,Below LOD,Below LOD,0.35,Below LOD,Below LOD,0.07,2.98,0.38,0.022
Moolyella_12,Moolyella,MoolyC,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:15:26.72,21/02/2018 (4),15:26.7,29.084,CS14_Moolyella_B_12,29,Normal,1,1.28E+07,8.30E+05,NaN,78.8,1,NaN,Below LOD,Below LOD,1.9,1050,44,11,Below LOD,Below LOD,1.00E+05,Below LOD,Below LOD,440,Below LOD,Below LOD,1200,Below LOD,Below LOD,3.4,1317,97,4.4,Below LOD,Below LOD,1.8,Below LOD,Below LOD,17,5070,170,22,9230,400,47,11.2,1.3,0.59,83.9,6.6,7.5,Below LOD,Below LOD,5.9,75.8,6.8,3.6,74.7,3,1.5,84.7,4,0.25,Below LOD,Below LOD,6.3,Below LOD,Below LOD,3.4,8,12,NaN,Below LOD,Below LOD,19,32,65,NaN,Below LOD,Below LOD,1,Below LOD,Below LOD,0.22,1.11,0.25,0.077,6390,200,0.22,1.03E+04,3.20E+03,0.027,46,36,0.71,Below LOD,Below LOD,1.8,7.08E+05,1.20E+04,7.1,52,24,1.2,0.81,0.39,0.54,0.54,0.21,0.21,0.3,0.11,0.077,0.25,0.12,0.11,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.048,1707,62,0.12,15220,440,0.016,84,32,0.27,34.2,3,0.14,Below LOD,Below LOD,0.22,Below LOD,Below LOD,1.2,Below LOD,Below LOD,0.36,Below LOD,Below LOD,0.026,5.24,0.53,0.067
Moolyella_13,Moolyella,MoolyC,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:16:36.95,21/02/2018 (4),16:37.0,29.307,CS14_Moolyella_B_13,29,Normal,1,1.25E+07,7.70E+05,NaN,78.8,1,NaN,Below LOD,Below LOD,2,1109,45,11,Below LOD,Below LOD,1.00E+05,Below LOD,Below LOD,440,Below LOD,Below LOD,1200,Below LOD,Below LOD,3.5,1302,93,6.6,Below LOD,Below LOD,1.6,Below LOD,Below LOD,17,5240,200,22,9300,420,42,13.8,1.4,0.67,80.8,7.4,6.6,Below LOD,Below LOD,4.9,75.7,6.5,4.8,78.2,3.1,1.5,86.8,4.3,0.3,Below LOD,Below LOD,6.7,Below LOD,Below LOD,3.9,-7.6,6.7,NaN,Below LOD,Below LOD,19,-15,48,NaN,Below LOD,Below LOD,1,Below LOD,Below LOD,0.28,1.27,0.26,0.09,6340,240,0.25,1.04E+04,3.20E+03,0.073,66,60,1.3,Below LOD,Below LOD,1.9,7.22E+05,8.20E+03,6.3,22,22,1.5,1.46,0.4,0.58,0.58,0.26,0.23,0.3,0.12,0.16,Below LOD,Below LOD,0.13,Below LOD,Below LOD,0.41,Below LOD,Below LOD,0.08,1724,64,0.12,15200,470,0.1,101,42,0.32,35,3.5,0.14,Below LOD,Below LOD,0.21,Below LOD,Below LOD,0.31,Below LOD,Below LOD,0.42,Below LOD,Below LOD,0.12,5.58,0.34,0.11
Moolyella_14,Moolyella,MoolyC,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:17:47.36,21/02/2018 (4),17:47.4,29.077,CS14_Moolyella_B_14,29,Normal,1,1.31E+07,8.80E+05,NaN,78.8,1,NaN,Below LOD,Below LOD,1.9,1052,42,10,Below LOD,Below LOD,99000,Below LOD,Below LOD,430,Below LOD,Below LOD,1100,Below LOD,Below LOD,3.4,1342,76,5.2,Below LOD,Below LOD,1.5,21.3,9.2,17,4910,200,22,9030,440,43,12.7,1.4,0.59,75.5,9.6,7.8,Below LOD,Below LOD,5.3,69,6.7,3.9,76.8,3.4,1.5,86.4,4,0.19,Below LOD,Below LOD,5.9,Below LOD,Below LOD,3.4,-2.3,8.3,NaN,Below LOD,Below LOD,17,4,62,NaN,Below LOD,Below LOD,1,Below LOD,Below LOD,0.19,1.09,0.22,0.11,6170,210,0.14,1.01E+04,3.10E+03,0.39,97,63,0.84,Below LOD,Below LOD,1.9,7.01E+05,1.00E+04,12,35,22,1.2,1.73,0.41,0.57,0.49,0.22,0.12,0.35,0.12,0.072,0.19,0.084,0.07,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.016,1667,45,0.11,14640,390,0.015,67,49,0.07,35.6,2.5,0.13,Below LOD,Below LOD,0.18,Below LOD,Below LOD,0.27,Below LOD,Below LOD,0.4,0.043,0.037,0.025,5.4,0.51,0.022
Moolyella_15,Moolyella,MoolyC,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:19:00.43,21/02/2018 (4),19:00.4,26.247,CS14_Moolyella_B_15,26,Normal,1,1.24E+07,7.40E+05,NaN,78.8,1,NaN,Below LOD,Below LOD,2.1,1084,48,11,Below LOD,Below LOD,1.00E+05,Below LOD,Below LOD,450,Below LOD,Below LOD,1200,4.1,2.1,3.4,1305,79,8.1,Below LOD,Below LOD,1.7,25,9.9,18,4870,240,23,8920,390,44,13.5,1.6,0.56,76.6,7.8,6.6,Below LOD,Below LOD,4.8,70,10,4.2,78.1,4.6,1.5,87.8,4.4,0.2,Below LOD,Below LOD,5.9,Below LOD,Below LOD,3.4,-8.7,8.8,NaN,Below LOD,Below LOD,20,0,58,NaN,Below LOD,Below LOD,1.1,Below LOD,Below LOD,0.18,1.11,0.28,0.027,6240,180,0.22,9.80E+03,3.40E+03,0.33,36,49,1.3,Below LOD,Below LOD,1.8,7.01E+05,9.60E+03,7.7,36,24,1.2,1.82,0.52,0.58,0.45,0.19,0.19,0.23,0.11,0.027,0.22,0.12,0.13,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.017,1673,61,0.12,14200,330,0.016,27,52,0.072,34.9,3.6,0.14,Below LOD,Below LOD,0.17,Below LOD,Below LOD,3.3,Below LOD,Below LOD,0.36,Below LOD,Below LOD,0.026,5.45,0.48,0.023
Poona_1,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 16:46:28.70,21/02/2018 (4),46:28.7,11.647,CS13_Poona_D4_1,12,Normal,1,1.97E+07,1.40E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.9,126,12,8,Below LOD,Below LOD,91000,Below LOD,Below LOD,340,Below LOD,Below LOD,940,Below LOD,Below LOD,2.9,7570,320,6.2,9.4,1.5,1.3,Below LOD,Below LOD,14,147,33,17,5600,670,47,12.9,2.3,0.43,83,12,5.4,Below LOD,Below LOD,3.6,4.2,3.8,3.1,8.23,0.9,1.2,10,1.2,0.053,Below LOD,Below LOD,5.9,Below LOD,Below LOD,3.7,13,19,NaN,Below LOD,Below LOD,15,12,56,NaN,Below LOD,Below LOD,0.87,Below LOD,Below LOD,0.22,0.18,0.12,0.02,3530,150,0.19,5410,750,0.021,2.21,0.94,0.89,Below LOD,Below LOD,1.8,7.07E+05,1.90E+04,4,31,16,1.3,1.66,0.29,0.47,0.57,0.3,0.11,0.31,0.12,0.021,0.163,0.092,0.02,Below LOD,Below LOD,0.093,Below LOD,Below LOD,0.013,1231,55,0.093,2960,320,0.013,75,34,0.057,6.3,1.9,0.11,Below LOD,Below LOD,0.24,0.38,0.23,0.22,Below LOD,Below LOD,0.41,0.029,0.04,0.02,22.6,4,0.056
Poona_2,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 16:47:38.94,21/02/2018 (4),47:38.9,29.091,CS13_Poona_D4_2,28,Normal,1,1.62E+07,1.20E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.8,137,11,7.8,Below LOD,Below LOD,90000,Below LOD,Below LOD,340,Below LOD,Below LOD,930,Below LOD,Below LOD,2.8,7650,270,3.2,15.1,1.5,1.3,Below LOD,Below LOD,13,233,18,17,6920,420,32,12.4,1.2,0.52,83.9,8.6,5.5,Below LOD,Below LOD,4.4,Below LOD,Below LOD,3.1,9.9,1.1,1.2,10.6,1.2,0.33,Below LOD,Below LOD,5.7,Below LOD,Below LOD,3.4,2,13,NaN,Below LOD,Below LOD,14,22,59,NaN,Below LOD,Below LOD,0.84,Below LOD,Below LOD,0.2,0.269,0.099,0.021,3794,81,0.16,6620,410,0.15,1.77,0.74,0.51,Below LOD,Below LOD,1.6,7.11E+05,1.40E+04,4.3,26,18,1.2,1.29,0.34,0.46,0.43,0.19,0.12,0.26,0.098,0.021,0.137,0.076,0.07,Below LOD,Below LOD,0.095,Below LOD,Below LOD,0.036,1300,38,0.095,3840,250,0.035,16,23,0.058,7.4,1.4,0.11,Below LOD,Below LOD,0.16,Below LOD,Below LOD,0.84,Below LOD,Below LOD,0.38,Below LOD,Below LOD,0.02,27.8,2.6,0.048
Poona_3,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 16:51:09.60,21/02/2018 (4),51:09.6,29.042,CS13_Poona_D4_3,28,Normal,1,1.61E+07,1.10E+06,NaN,78.8,1,NaN,7,1,1.8,318,17,8.2,Below LOD,Below LOD,91000,Below LOD,Below LOD,350,Below LOD,Below LOD,940,4.8,1.7,2.7,13180,480,5,82.4,5.4,1.3,16.4,7.6,14,943,38,17,22470,680,37,13.8,1.3,0.53,80,8.7,4.9,Below LOD,Below LOD,4,6.1,1.8,3.1,22.4,1.5,1.2,24.4,1.7,0.26,Below LOD,Below LOD,5.9,Below LOD,Below LOD,3.8,6,11,NaN,Below LOD,Below LOD,14,-55,53,NaN,Below LOD,Below LOD,0.83,Below LOD,Below LOD,0.21,1.36,0.22,0.099,6980,210,0.12,4108,82,0.15,41,52,0.69,Below LOD,Below LOD,1.7,7.01E+05,8.80E+03,4.1,22,14,1.3,1.1,0.28,0.4,0.45,0.14,0.13,0.3,0.11,0.061,0.23,0.095,0.075,Below LOD,Below LOD,0.096,Below LOD,Below LOD,0.038,2130,77,0.095,13420,390,0.037,43,38,0.25,32.3,2.8,0.11,Below LOD,Below LOD,0.2,Below LOD,Below LOD,0.25,Below LOD,Below LOD,0.39,Below LOD,Below LOD,0.11,98.7,3,0.085
Poona_4,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 16:52:19.86,21/02/2018 (4),52:19.9,29.043,CS13_Poona_D4_4,29,Normal,1,1.63E+07,1.20E+06,NaN,78.8,1,NaN,3.89,0.96,1.7,280,17,8.1,Below LOD,Below LOD,89000,Below LOD,Below LOD,340,Below LOD,Below LOD,920,4.6,1.3,2.8,12120,470,6,90.1,4.4,1.2,Below LOD,Below LOD,13,757,36,17,19310,730,33,14.1,1.8,0.52,78.2,8.2,5.6,Below LOD,Below LOD,3.7,Below LOD,Below LOD,3,20.1,1.2,1.1,21.9,1.6,0.23,Below LOD,Below LOD,5.4,Below LOD,Below LOD,3.4,-10.2,6.2,NaN,Below LOD,Below LOD,14,-7,54,NaN,Below LOD,Below LOD,0.82,Below LOD,Below LOD,0.2,0.79,0.14,0.055,6320,340,0.11,7.90E+03,2.40E+03,0.11,67,41,0.72,Below LOD,Below LOD,1.7,7.04E+05,1.10E+04,4.5,20,21,1.2,1.3,0.31,0.45,0.54,0.19,0.034,0.28,0.12,0.02,0.199,0.072,0.054,Below LOD,Below LOD,0.32,Below LOD,Below LOD,0.035,1932,86,0.32,11130,540,0.012,53,29,0.056,24.2,2.1,0.28,Below LOD,Below LOD,0.17,Below LOD,Below LOD,0.4,Below LOD,Below LOD,0.41,0.021,0.024,0.02,80.4,4,0.047
Poona_5,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 16:53:30.01,21/02/2018 (4),53:30.0,29.041,CS13_Poona_D4_5,29,Normal,1,1.64E+07,1.30E+06,NaN,78.8,1,NaN,4.71,0.94,1.8,273,29,8.3,Below LOD,Below LOD,88000,Below LOD,Below LOD,340,Below LOD,Below LOD,930,4.6,1.1,2.8,11480,750,6.2,93,5.7,1.3,Below LOD,Below LOD,13,780,110,17,1.88E+04,1.90E+03,35,13.2,1.1,0.49,74.6,4.5,4.8,Below LOD,Below LOD,3.8,6.6,2.7,3.2,18.7,1.7,1.2,22.4,3.2,0.19,Below LOD,Below LOD,5.4,Below LOD,Below LOD,3.5,4,13,NaN,Below LOD,Below LOD,16,41,67,NaN,Below LOD,Below LOD,0.82,Below LOD,Below LOD,0.21,0.88,0.19,0.12,6240,220,0.14,5.60E+03,1.40E+03,0.085,6,16,0.51,Below LOD,Below LOD,2,7.08E+05,1.00E+04,3.7,11,11,1.3,1.31,0.34,0.49,0.62,0.2,0.17,0.304,0.092,0.12,0.2,0.077,0.083,Below LOD,Below LOD,0.33,Below LOD,Below LOD,0.07,2052,48,0.38,1.11E+04,1.10E+03,0.044,17,28,0.056,24.3,5.3,0.29,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.25,Below LOD,Below LOD,0.38,Below LOD,Below LOD,0.071,85,10,0.049
Poona_6,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 16:54:40.17,21/02/2018 (4),54:40.2,17.927,CS13_Poona_D4_6,18,Normal,1,1.82E+07,1.30E+06,NaN,78.8,1,NaN,5.6,1.4,1.6,427,51,8.5,Below LOD,Below LOD,90000,Below LOD,Below LOD,350,Below LOD,Below LOD,950,5.8,2.1,2.9,1.38E+04,1.10E+03,4.2,51.4,3.4,1.4,Below LOD,Below LOD,14,1110,140,18,2.42E+04,2.70E+03,35,12.9,1.5,0.5,81.9,7.7,9.4,Below LOD,Below LOD,4,11.5,3.3,2.9,24.8,3.2,1.2,30.2,3.5,0.22,Below LOD,Below LOD,5.7,Below LOD,Below LOD,3.3,6,15,NaN,Below LOD,Below LOD,16,44,65,NaN,Below LOD,Below LOD,0.9,Below LOD,Below LOD,0.23,1.14,0.26,0.021,7370,280,0.19,4520,520,0.19,11,66,0.19,Below LOD,Below LOD,1.9,7.09E+05,1.50E+04,5.8,2.6,8.9,1.2,1.53,0.41,0.47,0.54,0.2,0.1,0.237,0.094,0.021,0.108,0.072,0.021,Below LOD,Below LOD,0.096,0.064,0.044,0.013,2239,81,0.096,1.47E+04,1.30E+03,0.013,27,37,0.058,42.6,6.5,0.31,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.26,Below LOD,Below LOD,0.42,Below LOD,Below LOD,0.021,110,12,0.018
Poona_7,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 16:56:03.61,21/02/2018 (4),56:03.6,15.867,CS13_Poona_D4_7,15,Normal,1,1.33E+07,5.40E+05,NaN,78.8,1,NaN,5.9,1.3,1.6,403,28,8.1,Below LOD,Below LOD,86000,Below LOD,Below LOD,340,Below LOD,Below LOD,930,27.6,4.5,2.7,13510,730,5.5,42.3,4,1.3,25,15,14,1095,78,17,2.51E+04,1.50E+03,33,12.2,1.7,0.38,82.1,9.1,5.4,Below LOD,Below LOD,3.9,3,1.9,2.6,23.6,2.1,1.2,29.4,2.5,0.054,Below LOD,Below LOD,5.3,Below LOD,Below LOD,2.9,-9.1,9.1,NaN,Below LOD,Below LOD,13,15,82,NaN,Below LOD,Below LOD,0.92,0.14,0.17,0.13,1.16,0.3,0.021,6300,260,0.15,4450,210,0.3,41,73,0.78,Below LOD,Below LOD,2,7.22E+05,2.20E+04,5.6,12,21,1.1,1.56,0.63,0.47,0.46,0.22,0.16,0.39,0.2,0.021,0.15,0.14,0.096,Below LOD,Below LOD,0.096,Below LOD,Below LOD,0.037,1939,93,0.096,14130,660,0.013,27,50,0.059,41.4,3.2,0.3,Below LOD,Below LOD,0.18,0.28,0.21,0.21,Below LOD,Below LOD,0.33,Below LOD,Below LOD,0.021,96.1,5.7,0.018
Poona_8,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 16:57:00.71,21/02/2018 (4),57:00.7,29.039,CS13_Poona_D4_8,29,Normal,1,1.62E+07,1.30E+06,NaN,78.8,1,NaN,7.2,1.1,1.7,412,19,8.1,Below LOD,Below LOD,85000,Below LOD,Below LOD,340,Below LOD,Below LOD,920,5.9,1.9,2.9,14570,400,6.4,36.1,2.1,1.3,22.4,8.3,14,1213,41,17,26820,880,32,13.2,1.3,0.47,80.1,7.5,14,Below LOD,Below LOD,3.7,11.6,2,3,28,1.3,1.2,31.9,2.4,0.053,Below LOD,Below LOD,4.9,Below LOD,Below LOD,3,-5,7.9,NaN,Below LOD,Below LOD,15,48,55,NaN,Below LOD,Below LOD,0.82,Below LOD,Below LOD,0.15,1.66,0.3,0.02,7340,260,0.15,4860,120,0.2,133,59,0.86,Below LOD,Below LOD,1.7,7.04E+05,1.10E+04,7,24,13,0.99,1.31,0.33,0.45,0.57,0.19,0.12,0.215,0.088,0.021,0.201,0.086,0.058,Below LOD,Below LOD,0.093,0.023,0.02,0.013,2130,63,0.094,15440,480,0.052,97,22,0.057,40.8,2.4,0.11,Below LOD,Below LOD,0.09,Below LOD,Below LOD,0.27,Below LOD,Below LOD,0.35,Below LOD,Below LOD,0.02,110.6,4.1,0.018
