SPOT_ID,LOCALITY,SAMPLE,STYLE,IS,RELDIST,Source file,DateTime,Date,Time,Duration(s),Comments,Total points,Selection type,Components,Sn117_CPS,Sn117_CPS_Int2SE,Sn117_CPS_LOD,IntStdWv,IntStdWv_Int2SE,IntStdWv_LOD,Li_ppm_m7,Li_ppm_m7_Int2SE,Li_ppm_m7_LOD,Al_ppm_m27,Al_ppm_m27_Int2SE,Al_ppm_m27_LOD,Si_ppm_m29,Si_ppm_m29_Int2SE,Si_ppm_m29_LOD,P_ppm_m31,P_ppm_m31_Int2SE,P_ppm_m31_LOD,Ca_ppm_m44,Ca_ppm_m44_Int2SE,Ca_ppm_m44_LOD,Sc_ppm_m45,Sc_ppm_m45_Int2SE,Sc_ppm_m45_LOD,Ti_ppm_m49,Ti_ppm_m49_Int2SE,Ti_ppm_m49_LOD,V_ppm_m51,V_ppm_m51_Int2SE,V_ppm_m51_LOD,Cr_ppm_m52,Cr_ppm_m52_Int2SE,Cr_ppm_m52_LOD,Mn_ppm_m55,Mn_ppm_m55_Int2SE,Mn_ppm_m55_LOD,Fe_ppm_m57,Fe_ppm_m57_Int2SE,Fe_ppm_m57_LOD,Co_ppm_m59,Co_ppm_m59_Int2SE,Co_ppm_m59_LOD,Ni_ppm_m60,Ni_ppm_m60_Int2SE,Ni_ppm_m60_LOD,Cu_ppm_m65,Cu_ppm_m65_Int2SE,Cu_ppm_m65_LOD,Zn_ppm_m66,Zn_ppm_m66_Int2SE,Zn_ppm_m66_LOD,Ga_ppm_m69,Ga_ppm_m69_Int2SE,Ga_ppm_m69_LOD,Ga_ppm_m71,Ga_ppm_m71_Int2SE,Ga_ppm_m71_LOD,Ge_ppm_m72,Ge_ppm_m72_Int2SE,Ge_ppm_m72_LOD,As_ppm_m75,As_ppm_m75_Int2SE,As_ppm_m75_LOD,m77__Cl_CPS,m77__Cl_CPS_Int2SE,m77__Cl_CPS_LOD,Se_ppm_m82,Se_ppm_m82_Int2SE,Se_ppm_m82_LOD,Kr83_CPS,Kr83_CPS_Int2SE,Kr83_CPS_LOD,Rb_ppm_m85,Rb_ppm_m85_Int2SE,Rb_ppm_m85_LOD,Sr_ppm_m88,Sr_ppm_m88_Int2SE,Sr_ppm_m88_LOD,Y_ppm_m89,Y_ppm_m89_Int2SE,Y_ppm_m89_LOD,Zr_ppm_m90,Zr_ppm_m90_Int2SE,Zr_ppm_m90_LOD,Nb_ppm_m93,Nb_ppm_m93_Int2SE,Nb_ppm_m93_LOD,Mo_ppm_m97,Mo_ppm_m97_Int2SE,Mo_ppm_m97_LOD,In_ppm_m113,In_ppm_m113_Int2SE,In_ppm_m113_LOD,Sn_ppm_m119,Sn_ppm_m119_Int2SE,Sn_ppm_m119_LOD,Sb_ppm_m121,Sb_ppm_m121_Int2SE,Sb_ppm_m121_LOD,Cs_ppm_m133,Cs_ppm_m133_Int2SE,Cs_ppm_m133_LOD,Ba_ppm_m138,Ba_ppm_m138_Int2SE,Ba_ppm_m138_LOD,La_ppm_m139,La_ppm_m139_Int2SE,La_ppm_m139_LOD,Ce_ppm_m140,Ce_ppm_m140_Int2SE,Ce_ppm_m140_LOD,Nd_ppm_m146,Nd_ppm_m146_Int2SE,Nd_ppm_m146_LOD,Lu_ppm_m175,Lu_ppm_m175_Int2SE,Lu_ppm_m175_LOD,Hf_ppm_m179,Hf_ppm_m179_Int2SE,Hf_ppm_m179_LOD,Ta_ppm_m181,Ta_ppm_m181_Int2SE,Ta_ppm_m181_LOD,W_ppm_m182,W_ppm_m182_Int2SE,W_ppm_m182_LOD,W_ppm_m183,W_ppm_m183_Int2SE,W_ppm_m183_LOD,Tl_ppm_m205,Tl_ppm_m205_Int2SE,Tl_ppm_m205_LOD,Pb_ppm_m208,Pb_ppm_m208_Int2SE,Pb_ppm_m208_LOD,Bi_ppm_m209,Bi_ppm_m209_Int2SE,Bi_ppm_m209_LOD,Th_ppm_m232,Th_ppm_m232_Int2SE,Th_ppm_m232_LOD,U_ppm_m238,U_ppm_m238_Int2SE,U_ppm_m238_LOD
Poona_9,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 16:58:10.87,21/02/2018 (4),58:10.9,29.194,CS13_Poona_D4_9,29,Normal,1,1.63E+07,1.20E+06,NaN,78.8,1,NaN,4.8,0.87,1.7,405,40,8.4,Below LOD,Below LOD,87000,Below LOD,Below LOD,340,Below LOD,Below LOD,930,5.9,1.5,2.7,13250,490,4.2,74.4,3.8,1.3,Below LOD,Below LOD,14,884,28,17,20810,790,33,13.4,1.5,0.41,79.3,8.2,5,Below LOD,Below LOD,4.1,6.3,2.2,2.7,22.5,1.8,1.2,24.2,1.4,0.15,Below LOD,Below LOD,4.7,Below LOD,Below LOD,3,-5,7.9,NaN,Below LOD,Below LOD,15,26,49,NaN,Below LOD,Below LOD,0.86,0.28,0.13,0.21,1.28,0.33,0.058,6630,300,0.14,3770,120,0.075,38,32,0.52,Below LOD,Below LOD,1.9,7.04E+05,1.30E+04,11,34,19,0.98,1.43,0.4,0.47,1.12,0.35,0.16,0.295,0.078,0.021,0.59,0.15,0.073,0.3,0.24,0.096,0.03,0.028,0.013,2018,67,0.26,12550,370,0.013,46,28,0.058,31.1,2.8,0.11,Below LOD,Below LOD,0.15,3.6,1.5,0.25,Below LOD,Below LOD,0.32,2.35,0.57,0.021,85.3,2.9,0.018
Poona_10,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 16:59:21.33,21/02/2018 (4),59:21.3,21.962,CS13_Poona_D4_10,22,Normal,1,1.71E+07,1.20E+06,NaN,78.8,1,NaN,6.7,1,1.6,406,19,8.3,Below LOD,Below LOD,85000,Below LOD,Below LOD,340,Below LOD,Below LOD,910,7,1.9,2.7,15330,620,6.3,84.3,3.9,1.2,14.5,9.7,14,1244,47,17,2.73E+04,1.20E+03,35,14.5,1.4,0.41,83.7,8.4,6,Below LOD,Below LOD,3.7,5.8,1.9,3.2,27.9,2.1,1.2,31.1,2.4,0.15,Below LOD,Below LOD,4.8,Below LOD,Below LOD,2.7,0,10,NaN,Below LOD,Below LOD,14,41,71,NaN,Below LOD,Below LOD,0.84,Below LOD,Below LOD,0.23,1.29,0.24,0.021,7520,300,0.23,5130,190,0.18,166,95,0.52,Below LOD,Below LOD,1.6,7.07E+05,1.40E+04,6.3,30,16,1,1.48,0.39,0.45,0.58,0.23,0.097,0.33,0.18,0.021,0.21,0.1,0.11,Below LOD,Below LOD,0.094,Below LOD,Below LOD,0.013,2264,91,0.094,15920,550,0.013,45,25,0.057,43.8,3.7,0.38,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.47,Below LOD,Below LOD,0.28,Below LOD,Below LOD,0.02,131,5.9,0.018
Poona_11,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:02:52.10,21/02/2018 (4),02:52.1,29.038,CS13_Poona_D4_11,29,Normal,1,1.57E+07,1.20E+06,NaN,78.8,1,NaN,8.9,1.4,1.6,438,17,8.5,Below LOD,Below LOD,84000,Below LOD,Below LOD,340,Below LOD,Below LOD,940,6.6,1.2,2.7,15760,600,3.4,65,4.3,1.3,Below LOD,Below LOD,14,1404,54,18,30100,960,35,12.7,1.4,0.43,78.2,9.6,5.5,Below LOD,Below LOD,4.6,13.9,2.8,13,29.8,1.4,1.2,32.9,1.6,0.19,Below LOD,Below LOD,5,Below LOD,Below LOD,2.8,7,14,NaN,Below LOD,Below LOD,16,-35,55,NaN,Below LOD,Below LOD,0.84,Below LOD,Below LOD,0.23,1.61,0.22,0.021,7970,310,0.041,5810,160,0.11,101,67,1,Below LOD,Below LOD,1.7,7.12E+05,1.60E+04,6.7,32,25,0.92,1.36,0.39,0.46,0.72,0.18,0.13,0.31,0.12,0.077,0.195,0.087,0.075,Below LOD,Below LOD,0.096,0.046,0.033,0.038,2213,58,0.096,16890,460,0.013,88,35,0.058,52.1,3.2,0.31,Below LOD,Below LOD,0.14,Below LOD,Below LOD,0.74,Below LOD,Below LOD,0.28,Below LOD,Below LOD,0.059,143.1,4.8,0.018
Poona_12,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:04:02.34,21/02/2018 (4),04:02.3,29.075,CS13_Poona_D4_12,29,Normal,1,1.58E+07,1.20E+06,NaN,78.8,1,NaN,7.5,1,1.6,379,19,8.6,Below LOD,Below LOD,84000,Below LOD,Below LOD,350,Below LOD,Below LOD,980,6.7,1.6,2.8,14730,520,3.6,47.3,1.8,1.4,Below LOD,Below LOD,14,1189,46,18,2.64E+04,1.30E+03,37,13.3,1.4,0.48,82.9,7.7,6.1,Below LOD,Below LOD,4.8,7.8,2.5,2.9,25.2,1.8,1.2,29.2,1.8,0.21,Below LOD,Below LOD,5.1,Below LOD,Below LOD,2.7,2,10,NaN,Below LOD,Below LOD,15,-24,48,NaN,Below LOD,Below LOD,0.83,Below LOD,Below LOD,0.18,1.07,0.23,0.063,7480,340,0.19,4940,230,0.022,81,71,0.57,Below LOD,Below LOD,1.5,7.13E+05,1.10E+04,5.7,13,13,0.98,1.6,0.27,0.47,0.48,0.18,0.18,0.146,0.085,0.065,0.27,0.1,0.093,Below LOD,Below LOD,0.097,Below LOD,Below LOD,0.04,2142,63,0.098,14750,410,0.013,13,35,0.22,41.6,3.8,0.11,Below LOD,Below LOD,0.18,Below LOD,Below LOD,1,Below LOD,Below LOD,0.3,Below LOD,Below LOD,0.021,114.7,5.7,0.054
Poona_13,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:05:12.51,21/02/2018 (4),05:12.5,29.088,CS13_Poona_D4_13,28,Normal,1,1.60E+07,1.10E+06,NaN,78.8,1,NaN,5.3,1.1,1.6,346,17,8.3,Below LOD,Below LOD,81000,Below LOD,Below LOD,340,Below LOD,Below LOD,950,5.2,1.9,2.8,13550,570,5.4,39.8,2.9,1.3,Below LOD,Below LOD,14,1012,27,17,22720,790,33,14.7,1.5,0.53,81.3,5,5.3,Below LOD,Below LOD,3.9,7.5,2.4,3.8,22.4,1.3,1.2,25.9,1.5,0.24,Below LOD,Below LOD,5.3,Below LOD,Below LOD,3.1,9,12,NaN,Below LOD,Below LOD,15,6,40,NaN,Below LOD,Below LOD,0.83,Below LOD,Below LOD,0.23,0.95,0.2,0.073,6930,300,0.2,4119,88,0.059,83,97,1.1,Below LOD,Below LOD,1.5,7.05E+05,1.20E+04,5,15,18,1.2,1.44,0.32,0.49,0.62,0.21,0.19,0.291,0.093,0.13,0.25,0.1,0.11,Below LOD,Below LOD,0.33,Below LOD,Below LOD,0.066,2125,68,0.097,13470,350,0.084,47,29,0.26,31,2.8,0.11,Below LOD,Below LOD,0.17,Below LOD,Below LOD,0.25,Below LOD,Below LOD,0.34,Below LOD,Below LOD,0.1,100.7,3.4,0.089
Poona_14,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:06:22.72,21/02/2018 (4),06:22.7,29.129,CS13_Poona_D4_14,29,Normal,1,1.64E+07,1.30E+06,NaN,78.8,1,NaN,5.5,0.97,1.5,291,16,7.9,Below LOD,Below LOD,77000,Below LOD,Below LOD,320,Below LOD,Below LOD,910,6,1.6,2.7,12400,600,4.1,36.5,2.4,1.2,Below LOD,Below LOD,13,879,38,17,20530,690,33,13,1.2,0.46,82.2,7,6.1,20,38,4.2,5.8,2.2,3,21,1.4,1.2,22.5,2,0.15,Below LOD,Below LOD,4.6,Below LOD,Below LOD,2.7,-11.9,5.1,NaN,Below LOD,Below LOD,13,-26,48,NaN,Below LOD,Below LOD,0.82,0.22,0.11,0.15,1.26,0.17,0.084,6750,290,0.11,3890,150,0.31,76,60,0.65,Below LOD,Below LOD,1.5,7.09E+05,1.50E+04,9.1,7,13,0.92,1.29,0.41,0.47,0.8,0.18,0.096,0.47,0.13,0.058,0.65,0.2,0.057,0.3,0.19,0.091,0.036,0.031,0.013,2031,82,0.092,11860,460,0.012,39,37,0.055,26.6,2.3,0.1,Below LOD,Below LOD,0.14,1.88,0.56,0.22,Below LOD,Below LOD,0.31,2.91,0.84,0.02,96.5,4.1,0.017
Poona_15,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:07:32.95,21/02/2018 (4),07:33.0,29.079,CS13_Poona_D4_15,29,Normal,1,1.66E+07,1.40E+06,NaN,78.8,1,NaN,11.4,3,1.6,293,18,8.1,Below LOD,Below LOD,77000,Below LOD,Below LOD,320,Below LOD,Below LOD,900,6,1.4,2.6,12630,450,6.2,56.1,3.3,1.3,17.4,7.3,13,899,42,17,22650,730,33,13,1.4,0.42,78.6,7.3,5,Below LOD,Below LOD,3.6,6.3,2.7,3.1,19.2,1.2,1.2,23.4,1.7,0.15,Below LOD,Below LOD,4.4,Below LOD,Below LOD,2.5,-11.9,5.1,NaN,Below LOD,Below LOD,15,27,57,NaN,0.87,0.49,0.8,3.2,1.4,0.14,0.9,0.21,0.02,7110,220,0.17,4100,99,0.25,121,75,0.96,1.33,0.87,1.3,7.14E+05,1.20E+04,5.7,30,24,0.86,1.71,0.34,0.45,0.83,0.3,0.15,0.27,0.1,0.021,0.32,0.14,0.098,0.25,0.22,0.092,0.013,0.015,0.013,2058,67,0.092,12500,380,0.012,46,41,0.056,28.3,2.4,0.1,Below LOD,Below LOD,0.13,Below LOD,Below LOD,2.5,Below LOD,Below LOD,0.27,1.43,0.96,0.02,123.6,4,0.017
Poona_16,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:08:43.19,21/02/2018 (4),08:43.2,19.147,CS13_Poona_D4_16,19,Normal,1,1.85E+07,1.30E+06,NaN,78.8,1,NaN,5.07,0.93,1.5,1841,84,8.3,Below LOD,Below LOD,81000,Below LOD,Below LOD,340,Below LOD,Below LOD,930,4.2,1.6,2.8,11720,460,5.6,65.9,5,1.2,15.4,9.9,14,383,39,17,13490,870,35,12.8,1.7,0.42,79.4,5.1,6.2,Below LOD,Below LOD,3.7,4.4,1.4,3,14.1,1.7,1.2,16.6,1.9,0.053,Below LOD,Below LOD,4.7,7.9,1.8,2.8,4,16,NaN,Below LOD,Below LOD,14,11,74,NaN,Below LOD,Below LOD,0.85,1.13,0.33,0.14,0.96,0.26,0.059,6090,400,0.12,8.90E+03,1.30E+03,0.14,2.1,1.2,0.53,Below LOD,Below LOD,1.4,7.04E+05,1.40E+04,10,5,19,0.96,3.29,0.8,0.45,1.71,0.38,0.035,0.46,0.16,0.021,0.71,0.21,0.02,0.15,0.17,0.094,Below LOD,Below LOD,0.038,1990,100,0.094,8040,450,0.013,30,41,0.21,11.1,2.5,0.11,Below LOD,Below LOD,0.13,3.08,0.54,0.34,Below LOD,Below LOD,0.29,4.1,1.1,0.02,60.1,4.2,0.018
Poona_17,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:09:53.57,21/02/2018 (4),09:53.6,31.825,CS13_Poona_D4_17,31,Normal,1,1.56E+07,1.80E+06,NaN,78.8,1,NaN,12,5.1,1.5,114.8,8.2,8.2,Below LOD,Below LOD,77000,Below LOD,Below LOD,320,Below LOD,Below LOD,900,3.7,1.2,2.6,10760,350,5.8,49.4,2.9,1.2,Below LOD,Below LOD,13,220,33,17,9910,540,32,13.4,1.1,0.34,83.2,7.5,5.8,Below LOD,Below LOD,3.8,3.6,1.7,3.2,14.8,1.2,1.1,15,1.1,0.18,Below LOD,Below LOD,4.6,3,1.6,2.5,-8.7,6.5,NaN,Below LOD,Below LOD,14,48,57,NaN,2.5,1.7,0.77,10.7,5.1,0.19,0.41,0.17,0.057,6400,270,0.22,5740,820,0.12,2,1.1,0.18,Below LOD,Below LOD,1.2,7.03E+05,1.10E+04,6.2,23,15,0.78,2.63,0.79,0.48,2.44,0.73,0.17,0.37,0.11,0.058,0.43,0.11,0.083,Below LOD,Below LOD,0.091,Below LOD,Below LOD,0.013,1973,72,0.091,6600,280,0.012,56,33,0.055,5.4,1.8,0.1,0.105,0.08,0.1,13.1,4.3,0.21,Below LOD,Below LOD,0.25,1.44,0.39,0.02,41.4,3.5,0.017
Poona_18,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:11:05.69,21/02/2018 (4),11:05.7,12.981,CS13_Poona_D4_18,13,Normal,1,1.87E+07,1.30E+06,NaN,78.8,1,NaN,23,10,1.5,264,44,8.5,Below LOD,Below LOD,79000,Below LOD,Below LOD,330,Below LOD,Below LOD,940,3.5,1.6,2.9,10170,610,4.3,39.6,3.6,1.4,Below LOD,Below LOD,14,129,16,17,8300,410,35,13,2.1,0.44,82,15,5.3,Below LOD,Below LOD,8.1,18,3.4,2.9,16.5,1.8,1.2,17.7,2.5,0.053,Below LOD,Below LOD,4.3,Below LOD,Below LOD,2.3,-4,12,NaN,Below LOD,Below LOD,15,60,120,NaN,7.1,2.9,0.85,32,12,0.2,0.52,0.15,0.075,6830,290,0.15,4390,260,0.14,3.9,1.6,0.53,Below LOD,Below LOD,1.7,7.05E+05,2.20E+04,7.2,7,13,0.82,4.1,1.7,0.47,5.1,1.7,0.19,0.37,0.14,0.021,1.03,0.3,0.059,0.6,0.43,0.095,Below LOD,Below LOD,0.013,2075,81,0.095,6170,190,0.013,8,34,0.057,4,1.4,0.11,0.17,0.16,0.13,24.4,5.6,1.5,Below LOD,Below LOD,0.26,5.9,1.3,0.021,38.3,3.4,0.018
Poona_19,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:14:34.26,21/02/2018 (4),14:34.3,29.074,CS13_Poona_D4_19,29,Normal,1,1.63E+07,1.40E+06,NaN,78.8,1,NaN,3.13,0.85,1.4,135,13,8.4,Below LOD,Below LOD,76000,Below LOD,Below LOD,320,Below LOD,Below LOD,910,3.6,1.4,2.6,11000,510,5.4,34.2,2.1,1.3,14.8,6.6,14,520,200,17,1.19E+04,1.60E+03,33,13,1.1,0.4,75,6.7,5.4,Below LOD,Below LOD,3.6,4.1,2,4,17,1.4,1.2,18.1,1.3,0.15,Below LOD,Below LOD,4.2,Below LOD,Below LOD,2.2,-1.2,8.7,NaN,Below LOD,Below LOD,15,31,55,NaN,Below LOD,Below LOD,0.78,0.26,0.19,0.23,1.33,0.65,0.02,7070,250,0.11,7.90E+03,2.00E+03,0.15,2.29,0.81,0.52,Below LOD,Below LOD,1.6,7.08E+05,1.20E+04,10,37,20,0.83,1.33,0.37,0.43,0.83,0.22,0.16,0.35,0.11,0.021,0.41,0.13,0.057,0.16,0.16,0.093,Below LOD,Below LOD,0.013,2071,59,0.093,8020,800,0.12,56,39,0.31,15.6,7.1,0.11,Below LOD,Below LOD,0.12,0.7,0.54,0.23,Below LOD,Below LOD,0.22,0.16,0.12,0.02,54,13,0.018
Poona_20,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:16:02.57,21/02/2018 (4),16:02.6,11.034,CS13_Poona_D4_20,11,Normal,1,1.35E+07,6.50E+05,NaN,78.8,1,NaN,8.7,2.4,1.5,246,20,8.5,Below LOD,Below LOD,77000,Below LOD,Below LOD,330,Below LOD,Below LOD,940,31.8,9,2.8,14680,760,6.3,20.9,2.4,1.2,21,17,14,1370,130,17,2.58E+04,2.50E+03,33,12.5,1.6,0.51,78,12,5.6,Below LOD,Below LOD,3.7,13.8,4.6,2.9,21.3,2.6,1.1,19.6,3.8,0.21,Below LOD,Below LOD,4.3,Below LOD,Below LOD,2.3,-6,12,NaN,Below LOD,Below LOD,15,41,87,NaN,1.21,0.58,0.85,6.7,4,0.24,3.62,0.51,0.021,7990,520,0.14,5580,520,0.058,120,130,0.19,Below LOD,Below LOD,1.6,6.96E+05,1.50E+04,6.4,30,44,0.76,1.76,0.52,0.48,1.03,0.48,0.19,0.35,0.2,0.058,0.71,0.29,0.083,Below LOD,Below LOD,0.094,0.03,0.041,0.013,1970,100,0.095,13430,970,0.044,180,48,0.057,70,6.4,0.11,Below LOD,Below LOD,0.13,2.59,0.93,2.4,0.29,0.16,0.23,0.67,0.28,0.021,155,15,0.049
Poona_21,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:16:54.71,21/02/2018 (4),16:54.7,29.127,CS13_Poona_D4_21,28,Normal,1,1.63E+07,1.20E+06,NaN,78.8,1,NaN,2.29,0.88,1.5,83.1,4.9,8,Below LOD,Below LOD,78000,Below LOD,Below LOD,330,Below LOD,Below LOD,930,45.2,8.2,2.7,10710,480,4.8,12.8,1.5,1.3,23.1,5.5,14,128,11,17,9550,330,44,14.3,1.4,0.39,82.5,7.2,5,Below LOD,Below LOD,3.7,2.9,2,2.7,8.1,1,1.2,8.46,0.75,0.18,Below LOD,Below LOD,5.2,Below LOD,Below LOD,3,-0.7,9,NaN,Below LOD,Below LOD,14,-2,37,NaN,Below LOD,Below LOD,0.83,0.18,0.19,0.18,0.45,0.14,0.057,6500,180,0.14,5360,250,0.085,2.53,0.81,0.65,Below LOD,Below LOD,1.5,7.05E+05,1.20E+04,5.3,20,17,1.1,1.39,0.38,0.49,0.79,0.26,0.12,0.34,0.1,0.073,0.142,0.087,0.1,Below LOD,Below LOD,0.095,Below LOD,Below LOD,0.082,1964,66,0.096,5990,150,0.057,54,30,0.058,2.08,0.6,0.29,Below LOD,Below LOD,0.14,Below LOD,Below LOD,1.5,Below LOD,Below LOD,0.25,Below LOD,Below LOD,0.093,32.01,0.9,0.088
Poona_22,"White Load, Poona",WL1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:18:04.99,21/02/2018 (4),18:05.0,29.067,CS13_Poona_D4_22,29,Normal,1,1.65E+07,1.30E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.5,86.1,7.6,8.1,Below LOD,Below LOD,77000,Below LOD,Below LOD,330,Below LOD,Below LOD,910,7,2.2,2.5,9950,310,3.3,8.8,1.5,1.2,Below LOD,Below LOD,14,141,13,17,9670,410,39,14.2,1.5,0.46,80.6,7.6,5.8,Below LOD,Below LOD,4.1,Below LOD,Below LOD,3,8.65,0.86,1.2,9.6,1,0.051,Below LOD,Below LOD,4.6,Below LOD,Below LOD,2.4,-1,11,NaN,Below LOD,Below LOD,14,7,47,NaN,Below LOD,Below LOD,0.83,Below LOD,Below LOD,0.21,0.226,0.07,0.057,7030,240,0.14,4680,190,0.074,1.82,0.69,0.51,Below LOD,Below LOD,1.9,7.01E+05,1.50E+04,10,12,15,0.93,1.21,0.29,0.44,0.57,0.16,0.12,0.32,0.12,0.058,0.19,0.1,0.072,Below LOD,Below LOD,0.092,0.017,0.019,0.013,2103,61,0.092,6250,170,0.045,32,35,0.055,0.81,0.39,0.1,Below LOD,Below LOD,0.1,0.35,0.4,0.26,Below LOD,Below LOD,0.23,Below LOD,Below LOD,0.02,30.9,1.6,0.017
Poona_23,"Tin Shafts, Poona",TS1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:40:01.28,21/02/2018 (4),40:01.3,29.065,CS14_Tinshafts_D_1,28,Normal,1,1.56E+07,1.30E+06,NaN,78.8,1,NaN,7.3,1.2,1.5,430,20,9.1,Below LOD,Below LOD,84000,Below LOD,Below LOD,360,Below LOD,Below LOD,930,5.1,1.9,2.6,13480,490,5.7,46.1,4.8,1.4,15.7,6.9,14,1576,97,18,2.53E+04,1.20E+03,33,13.3,1.2,0.51,82.6,5,5.9,Below LOD,Below LOD,3.9,39.6,5.9,2.7,29.7,1.7,1.3,33.2,2.6,0.057,Below LOD,Below LOD,4.4,Below LOD,Below LOD,2.3,-7.1,7,NaN,Below LOD,Below LOD,17,19,54,NaN,Below LOD,Below LOD,0.88,Below LOD,Below LOD,0.2,0.91,0.2,0.022,5730,150,0.043,4000,180,0.022,81,61,0.2,Below LOD,Below LOD,1.4,7.07E+05,1.20E+04,12,18,13,0.89,1.81,0.41,0.55,0.48,0.14,0.037,0.277,0.098,0.023,0.185,0.089,0.094,Below LOD,Below LOD,0.1,Below LOD,Below LOD,0.014,2339,67,0.1,17790,800,0.014,18,26,0.27,23.4,3,0.11,Below LOD,Below LOD,0.12,0.48,0.42,0.04,Below LOD,Below LOD,0.23,Below LOD,Below LOD,0.022,97.8,6.8,0.083
Poona_24,"Tin Shafts, Poona",TS1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:41:11.45,21/02/2018 (4),41:11.5,29.079,CS14_Tinshafts_D_2,29,Normal,1,1.47E+07,1.20E+06,NaN,78.8,1,NaN,6,1.2,1.6,434,25,9.4,Below LOD,Below LOD,91000,Below LOD,Below LOD,380,Below LOD,Below LOD,1000,4.3,1.9,3,13440,470,1.3,41.1,3.1,1.4,26,12,17,1466,78,20,2.43E+04,1.20E+03,34,13.8,1.2,0.39,82,10,6.2,Below LOD,Below LOD,4.9,33.6,7.5,3.3,28.4,2,1.2,32.1,2.6,0.059,Below LOD,Below LOD,5.1,Below LOD,Below LOD,2.5,3,12,NaN,Below LOD,Below LOD,16,-1,50,NaN,Below LOD,Below LOD,0.84,0.28,0.26,0.24,0.73,0.15,0.023,5640,160,0.045,3770,190,0.023,112,64,0.21,Below LOD,Below LOD,2.2,7.12E+05,1.10E+04,7.1,17,19,0.88,1.5,0.38,0.55,0.64,0.23,0.16,0.224,0.093,0.023,0.22,0.11,0.022,0.14,0.14,0.1,Below LOD,Below LOD,0.014,2353,63,0.1,16830,810,0.077,34,40,0.062,19.9,2.3,0.12,Below LOD,Below LOD,0.027,0.21,0.17,0.17,Below LOD,Below LOD,0.3,Below LOD,Below LOD,0.023,86,5.6,0.019
Poona_25,"Tin Shafts, Poona",TS1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 18:42:21.61,21/02/2018 (4),42:21.6,10.48,CS14_Tinshafts_D_3,11,Normal,1,1.80E+07,1.40E+06,NaN,78.8,1,NaN,5.94,0.58,1.7,431,36,8.7,Below LOD,Below LOD,93000,Below LOD,Below LOD,390,Below LOD,Below LOD,1000,5.4,2.4,3,14000,700,1.4,52.5,5,1.5,27,14,16,1332,81,20,2.33E+04,1.20E+03,100,14.5,3.2,0.53,88,13,7.3,Below LOD,Below LOD,4.2,15.9,8.3,4.5,27.4,3.3,1.3,29.9,2.6,0.062,Below LOD,Below LOD,5,Below LOD,Below LOD,2.4,-1,19,NaN,Below LOD,Below LOD,16,20,110,NaN,Below LOD,Below LOD,0.99,4,3.3,0.23,1.16,0.35,0.024,5860,380,0.3,3580,210,0.12,120,130,5.8,Below LOD,Below LOD,2.2,7.14E+05,2.00E+04,24,28,25,0.92,1.22,0.51,0.56,0.92,0.47,0.04,0.2,0.13,0.024,0.41,0.15,0.15,0.17,0.23,0.11,Below LOD,Below LOD,0.015,2360,110,0.11,1.56E+04,1.00E+03,0.094,62,46,0.32,19.1,3.8,1.3,Below LOD,Below LOD,0.029,2.6,3.6,0.33,Below LOD,Below LOD,0.36,Below LOD,Below LOD,0.024,74.9,7.9,0.02
